rank,personName,age,finalWorth,category,country,gender_F,gender_M
1157,Bahaa Hariri,51,2000,14,22,0,1
1157,William Heinecke,69,2000,14,54,0,1
1157,Huang Hongyun,51,2000,14,26,0,1
1157,Huang Zhenda,70,2000,3,26,0,1
1157,Ravi Jaipuria,63,2000,16,44,0,1
1157,Jiang Yehua,55,2000,14,26,0,1
1157,Manuel Jove,76,2000,14,38,0,1
1157,Willibert Krueger,77,2000,16,62,0,1
1157,Kuok Khoon Hong,68,2000,12,69,0,1
1157,Christian Latouche,77,2000,10,36,0,1
1157,Li Hongxin,65,2000,12,26,0,1
1157,Li Xiting,67,2000,1,26,0,1
1157,Liang Yunchao,49,2000,16,26,0,1
1157,Brandt Louie,74,2000,16,49,0,1
1157,Catherine Lozick,73,2000,12,20,1,0
1157,Igor Makarov,55,2000,2,35,0,1
1157,Mao Lixiang,77,2000,8,26,0,1
1157,Harsh Mariwala,66,2000,16,44,0,1
1157,Martin Moller Nielsen,53,2000,6,57,0,1
1157,David Murdock,94,2000,16,20,0,1
1157,N.R. Narayana Murthy,71,2000,8,44,0,1
1157,Georg Nemetschek,84,2000,8,62,0,1
1157,Vikas Oberoi,47,2000,14,44,0,1
1157,Maja Oeri,63,2000,1,70,1,0
1157,"H. Ross Perot, Jr.",59,2000,14,20,0,1
1157,Tor Peterson,53,2000,0,20,0,1
1157,Heloise Pratt,55,2000,12,65,1,0
1157,Alexey Repik,38,2000,1,35,0,1
1157,Shin Chang-Jae,64,2000,10,53,0,1
1157,Kavitark Ram Shriram,61,2000,8,20,0,1
1157,Sylvia Stroeher,62,2000,17,62,1,0
1157,Katsumi Tada,72,2000,14,27,0,1
1157,Tang Shing-bor,84,2000,14,1,0,1
1157,Georg von Opel,51,2000,10,70,0,1
1157,David Walentas,79,2000,14,20,0,1
1157,Ronald Wanek,76,2000,12,20,0,1
1157,Wang Changtian,52,2000,5,26,0,1
1157,Wang Wenjing,53,2000,8,26,0,1
1157,Ye Cheng,56,2000,13,26,0,1
1157,Zhu Gongshan,60,2000,12,26,0,1
1215,Antti Aarnio-Wihuri,78,2000,13,10,0,1
1215,S. Daniel Abraham,93,2000,16,20,0,1
1215,Joao Alves de Queiroz Filho,65,2000,13,17,0,1
1215,Mika Anttonen,51,2000,2,10,0,1
1215,Thor Bjorgolfsson,50,2000,13,11,0,1
1215,Andrei Bokarev,51,2000,12,35,0,1
1215,Bernhard Braun-Luedicke,41,2000,1,62,0,1
1215,Eva Maria Braun-Luedicke,31,2000,1,62,1,0
1215,Friederike Braun-Luedicke,34,2000,1,62,1,0
1215,Ron Burkle,65,2000,10,20,0,1
1215,Vivek Chand Burman,80,2000,16,44,0,1
1215,Chen Yung-Tai,82,2000,14,24,0,1
1215,James Clark,73,2000,8,20,0,1
1215,Christopher Cline,59,2000,2,20,0,1
1215,Alexandra Daitch,55,2000,16,20,1,0
1215,Dong Wei,47,2000,1,26,0,1
1215,Glenn Dubin,60,2000,10,20,0,1
1215,Robert Duggan,73,2000,1,20,0,1
1215,Jayme Garfinkel,72,2000,10,17,0,1
1215,Sam Goi,69,2000,16,69,0,1
1215,Thomas Hagen,82,2000,10,20,0,1
1215,Carlos Hank Rhon,70,2000,13,37,0,1
1215,Christoph Henkel,60,2000,17,62,0,1
1215,Hu Kaijun,56,2000,1,26,0,1
1215,Huang Yi,56,2000,7,1,0,1
1215,Ramesh Juneja,62,2000,1,44,0,1
1215,Bruce Karsh,62,2000,10,20,0,1
1215,Henry Laufer,72,2000,10,20,0,1
1215,Lee Boo-Jin,47,2000,11,53,1,0
1215,Lee Jay-Hyun,57,2000,13,53,0,1
1215,Wolfgang Leitner,64,2000,3,0,0,1
1215,Li Ge,51,2000,1,26,0,1
1215,Harald Link,63,2000,13,54,0,1
1215,Liu Ming Hui,55,2000,2,26,0,1
1215,Jeffrey Lurie,66,2000,9,20,0,1
1215,Ma Xingtian,48,2000,1,26,0,1
1215,Sarah MacMillan,64,2000,16,20,1,0
1215,Howard Marks,71,2000,10,20,0,1
1215,Miao Shouliang,63,2000,14,26,0,1
1215,Lachhman Das Mittal,87,2000,7,44,0,1
1215,Mario Moretti Polegato,65,2000,17,48,0,1
1215,Vadim Moshkovich,50,2000,16,35,0,1
1215,Mofatraj Munot,73,2000,14,44,0,1
1215,Jonathan Nelson,61,2000,10,20,0,1
1215,Florentino Perez,71,2000,3,38,0,1
1215,Peter Peterson,91,2000,10,20,0,1
1215,Arvind Poddar,60,2000,7,44,0,1
1215,Murdaya Poo,77,2000,13,63,0,1
1215,Ren Zhengfei,74,2000,18,26,0,1
1215,Antony Ressler,56,2000,10,20,0,1
1215,Francisco Jose Riberas Mera,53,2000,12,38,0,1
1215,Rodney Sacks,68,2000,16,20,0,1
1215,Hilton Schlosberg,65,2000,16,3,0,1
1215,Brian Sheth,42,2000,10,20,0,1
1215,Lucy Stitzer,58,2000,16,20,1,0
1215,Su Suyu,69,2000,14,26,1,0
1215,Satoshi Suzuki,63,2000,17,27,0,1
1215,Katherine Tanner,62,2000,16,20,1,0
1215,Arvind Tiku,48,2000,2,44,0,1
1215,Wang Liping,52,2000,12,26,0,1
1215,Wang Xicheng,69,2000,12,26,0,1
1215,Wei Shaojun,55,2000,14,26,0,1
1215,Amy Wyss,47,2000,1,20,1,0
1215,Jon Yarbrough,60,2000,4,20,0,1
1215,Vladimir Yevtushenkov,69,2000,18,35,0,1
1215,Charles Zegar,70,2000,5,20,0,1
1215,Zhu Baoguo,55,2000,1,26,0,1
1284,Saif Al Ghurair,94,1000,13,55,0,1
1284,Syed Mokhtar AlBukhary,66,1000,13,8,0,1
1284,Miriam Baumann-Blocher,43,1000,12,70,1,0
1284,Albert Berner,82,1000,12,62,0,1
1284,Thomas Bruch,67,1000,17,62,0,1
1284,Chang Yun Chung,99,1000,6,69,0,1
1284,Benjamin de Rothschild,54,1000,10,70,0,1
1284,James Dinan,58,1000,10,20,0,1
1284,Charles Edelstenne,80,1000,12,36,0,1
1284,Bernd Freier,61,1000,17,62,0,1
1284,Bill Gross,73,1000,10,20,0,1
1284,Jeffrey Gundlach,59,1000,10,20,0,1
1284,Suat Gunsel,65,1000,14,5,0,1
1284,Shmuel Harlap,73,1000,7,30,0,1
1284,Roberto Hernandez Ramirez,75,1000,10,37,0,1
1284,Johannes Kaercher,67,1000,12,62,0,1
1284,Friedrich Knapp,66,1000,17,62,0,1
1284,Lee Myung-Hee,74,1000,17,53,1,0
1284,Lee Seo-Hyun,44,1000,13,53,1,0
1284,Liang Jiankun,56,1000,0,26,0,1
1284,Liao Long-shing,65,1000,12,24,0,1
1284,Lin Shu-Hong,89,1000,12,24,0,1
1284,Yasseen Mansour,56,1000,13,68,0,1
1284,David Nahmad,70,1000,17,33,0,1
1284,Alexander Nesis,55,1000,10,35,0,1
1284,Nandan Nilekani,62,1000,8,44,0,1
1284,Ranjan Pai,45,1000,11,44,0,1
1284,Park Hyeon-Joo,59,1000,10,53,0,1
1284,Jennifer Pritzker,67,1000,11,20,1,0
1284,Qiu Jianping,56,1000,12,26,0,1
1284,Megdet Rahimkulov,72,1000,10,35,0,1
1284,Vito Rodriguez Rodriguez,79,1000,13,16,0,1
1284,Stephen Rubin,80,1000,17,3,0,1
1284,Remo Ruffini,56,1000,17,48,0,1
1284,Erik Selin,50,1000,14,18,0,1
1284,Peter Sondakh,68,1000,10,63,0,1
1284,Alan N. Trefler,61,1000,8,20,0,1
1284,Tseng Shin-yi,90,1000,12,24,0,1
1284,Masateru Uno,71,1000,17,27,0,1
1284,Wang Qingtao,56,1000,0,26,0,1
1284,Evan Williams,45,1000,8,20,0,1
1284,Gustav Magnar Witzoe,24,1000,16,67,0,1
1284,Horst Wortmann,76,1000,17,62,0,1
1284,Xiao Yongming,53,1000,13,26,0,1
1284,Xie Zhikun,57,1000,10,26,0,1
1284,Xue Xiangdong,59,1000,8,26,0,1
1284,Yuan Yafei,54,1000,17,26,0,1
1284,Robin Zeng,50,1000,2,1,0,1
1284,Zhang Daocai,68,1000,13,26,0,1
1284,Zhang Xuansong,46,1000,17,26,0,1
1284,Zheng Yuewen,56,1000,13,26,0,1
1284,Zhou Xiaoguang,56,1000,14,26,1,0
1284,Susanne Zimmermann von Siefart ,61,1000,12,62,1,0
1339,Aras Agalarov,62,1000,17,35,0,1
1339,Maurice Alter,92,1000,14,65,0,1
1339,An Kang,69,1000,1,26,0,1
1339,Alex Beard,50,1000,0,3,0,1
1339,Nicolas Berggruen,56,1000,10,20,0,1
1339,Vladimir Bogdanov,66,1000,2,35,0,1
1339,Julio Bozano,82,1000,10,17,0,1
1339,Anna Maria Braun,39,1000,1,62,1,0
1339,Johanna Braun,38,1000,1,62,1,0
1339,Karl Friedrich Braun,35,1000,1,62,0,1
1339,Anand Burman,65,1000,16,44,0,1
1339,Edouard Carmignac,70,1000,10,36,0,1
1339,Chen Jianhua,47,1000,12,26,0,1
1339,Cheung Yan,61,1000,12,26,1,0
1339,Chung Mong-Joon,66,1000,12,53,0,1
1339,Jack Cowin,75,1000,16,65,0,1
1339,Cui Genliang,59,1000,12,26,0,1
1339,Kommer Damen,73,1000,12,56,0,1
1339,Diego Della Valle,64,1000,17,48,0,1
1339,Dou Zhenggang,64,1000,13,26,0,1
1339,N. Murray Edwards,58,1000,2,49,0,1
1339,Gabriel Escarrer,83,1000,11,38,0,1
1339,Clement Fayat,86,1000,3,36,0,1
1339,James France,73,1000,9,20,0,1
1339,Senapathy Gopalakrishnan,62,1000,8,44,0,1
1339,David Harding,56,1000,10,3,0,1
1339,Stewart Horejsi,80,1000,10,20,0,1
1339,Huang Qisen,53,1000,14,26,0,1
1339,Hamilton James,66,1000,10,20,0,1
1339,John Kapoor,74,1000,1,20,0,1
1339,William Lauder,57,1000,17,20,0,1
1339,Li Zongsong,50,1000,1,26,0,1
1339,Willy Michel,71,1000,1,70,0,1
1339,Masahiro Noda,79,1000,8,27,0,1
1339,Gregorio Perez Companc,82,1000,2,58,0,1
1339,Linda Pritzker,64,1000,11,20,1,0
1339,Qin Hui,50,1000,5,26,0,1
1339,Matthias Reinhart,58,1000,10,70,0,1
1339,Brian Roberts,58,1000,11,20,0,1
1339,Alberto Roemmers,91,1000,1,58,0,1
1339,Gerald Schwartz,76,1000,10,49,0,1
1339,Thaksin Shinawatra,68,1000,10,54,0,1
1339,William Stone,62,1000,8,20,0,1
1339,Petter Stordalen,55,1000,11,67,0,1
1339,Julia Stoschek,42,1000,7,62,1,0
1339,Sun Shoukuan,68,1000,12,26,0,1
1339,Ba Duong Tran,57,1000,7,59,0,1
1339,Hamdi Ulukaya,45,1000,16,13,0,1
1339,Wong Luen Hei,56,1000,12,26,0,1
1339,Wu Yulan,48,1000,1,26,1,0
1339,Xu Hang,51,1000,1,26,0,1
1339,Yang Erzhu,67,1000,14,26,0,1
1339,Yao Kuizhang,53,1000,16,26,0,1
1339,Sheng Jian Zhong,60,1000,14,69,0,1
1394,Marcel Adams,97,1000,14,49,0,1
1394,"Herbert Allen, Jr.",78,1000,10,20,0,1
1394,Michael Ashcroft,72,1000,10,3,0,1
1394,Roman Avdeev,50,1000,10,35,0,1
1394,Emilio Azcarraga Jean,50,1000,5,37,0,1
1394,Sezai Bacaksiz,68,1000,13,13,0,1
1394,Lesley Bamberger,52,1000,14,56,0,1
1394,Angela Bennett,73,1000,0,65,1,0
1394,Hubertus Benteler,71,1000,7,62,0,1
1394,Ludwig Theodor Braun,28,1000,1,62,0,1
1394,Nicola Bulgari,77,1000,17,48,0,1
1394,Paolo Bulgari,80,1000,17,48,0,1
1394,Chen Dejun,47,1000,6,26,0,1
1394,Tony Chen,49,1000,8,24,0,1
1394,Chen Xueli,67,1000,1,26,0,1
1394,Luigi Cremonini,78,1000,16,48,0,1
1394,Dominique Desseigne,73,1000,4,36,0,1
1394,Sefik Yilmaz Dizdar,79,1000,17,13,0,1
1394,Domenico Dolce,59,1000,17,48,0,1
1394,Pavel Durov,33,1000,8,35,0,1
1394,John Farber,92,1000,12,20,0,1
1394,Robert Fisher,64,1000,11,20,0,1
1394,William Fisher,60,1000,17,20,0,1
1394,Stefano Gabbana,55,1000,17,48,0,1
1394,Rolf Gerling,63,1000,10,62,0,1
1394,Serge Godin,68,1000,8,49,0,1
1394,Sergei Gordeev,45,1000,14,35,0,1
1394,Mehmet Nazif Gunal,70,1000,13,13,0,1
1394,Yusuf Hamied,81,1000,1,44,0,1
1394,Gerry Harvey,78,1000,17,65,0,1
1394,Timothy Headington,67,1000,2,20,0,1
1394,Huang Chulong,59,1000,14,49,0,1
1394,Huo Qinghua,56,1000,2,26,0,1
1394,Devendra Jain,89,1000,12,44,0,1
1394,Jiang Yintai,67,1000,7,26,0,1
1394,"Jim Justice, II.",66,1000,0,20,0,1
1394,Kim Jun-Ki,73,1000,13,53,0,1
1394,William Koch,77,1000,2,20,0,1
1394,Anthony Langley,63,1000,13,3,0,1
1394,Marc Lasry,57,1000,10,20,0,1
1394,Peter Leibinger,51,1000,12,62,0,1
1394,Regine Leibinger,55,1000,12,62,1,0
1394,Li San Yim,68,1000,12,26,0,1
1394,David Lichtenstein,56,1000,14,20,0,1
1394,Lim Oon Kuin,74,1000,2,69,0,1
1394,Liu Ming Chung,55,1000,12,17,0,1
1394,Ma Xiuhui,47,1000,12,26,1,0
1394,Prayudh Mahagitsiri,72,1000,16,54,0,1
1394,Anand Mahindra,62,1000,7,44,0,1
1394,Kishore Mariwala,83,1000,16,44,0,1
1394,Craig McCaw,68,1000,18,20,0,1
1394,Miguel McKelvey,43,1000,14,20,0,1
1394,Vincent McMahon,72,1000,9,20,0,1
1394,David McMurtry,77,1000,12,3,0,1
1394,Gary Michelson,69,1000,1,20,0,1
1394,Massimo Moratti,72,1000,2,48,0,1
1394,Farhad Moshiri,62,1000,13,3,0,1
1394,Jerry Moyes,74,1000,6,20,0,1
1394,Charles Munger,94,1000,10,20,0,1
1394,Kerr Neilson,68,1000,10,65,0,1
1394,Ou Zongrong,54,1000,14,26,0,1
1394,Nihat Ozdemir,67,1000,13,13,0,1
1394,Pan Weiming,54,1000,14,26,0,1
1394,Park Yeon-Cha,72,1000,12,53,0,1
1394,Nelson Peltz,75,1000,10,20,0,1
1394,Roger Penske,81,1000,7,20,0,1
1394,Qi Jinxing,55,1000,14,26,0,1
1394,Qi Shi,48,1000,8,26,0,1
1394,Theodore Rachmat,74,1000,13,63,0,1
1394,Juan Maria Riberas Mera,49,1000,0,38,0,1
1394,Vijay Shekhar Sharma,39,1000,11,44,0,1
1394,Konstantin Strukov,59,1000,0,35,0,1
1394,Henry Swieca,60,1000,10,20,0,1
1394,Wichai Thongtang,71,1000,14,54,0,1
1394,Torsten Toeller,51,1000,17,62,0,1
1394,Roman Trotsenko,47,1000,6,35,0,1
1394,Todd Wagner,57,1000,5,20,0,1
1394,Wang Chaobin,62,1000,14,26,0,1
1394,Wang Yanqing,51,1000,12,26,0,1
1394,John Whittaker,75,1000,14,3,0,1
1394,Wu Guangming,56,1000,1,26,0,1
1394,Xu Qiming,54,1000,13,26,0,1
1394,Zhang Xiaojuan,48,1000,6,26,1,0
1477,Melih Abdulhayoglu,49,1000,8,13,0,1
1477,Radhe Shyam Agarwal,73,1000,17,44,0,1
1477,Mohamed Al Fayed,89,1000,17,68,0,1
1477,Faisal Bin Qassim Al Thani,70,1000,13,60,0,1
1477,William F. Austin,76,1000,12,20,0,1
1477,Louis Bacon,61,1000,10,20,0,1
1477,Achal Bakeri,58,1000,12,44,0,1
1477,Othman Benjelloun,85,1000,10,25,0,1
1477,William Berkley,71,1000,10,20,0,1
1477,Aneel Bhusri,52,1000,8,20,0,1
1477,O. Francis Biondi,53,1000,10,20,0,1
1477,John Bloor,74,1000,13,3,0,1
1477,David Booth,72,1000,10,20,0,1
1477,Cai Wensheng,48,1000,8,26,0,1
1477,Ahmet Calik,60,1000,13,13,0,1
1477,Michel Chalhoub,86,1000,17,36,0,1
1477,Chen Xiaoying,41,1000,6,26,1,0
1477,Cho Jung-Ho,59,1000,10,53,0,1
1477,Turgay Ciner,62,1000,13,13,0,1
1477,Steve Conine,45,1000,8,20,0,1
1477,Jacques D'Amours,61,1000,17,49,0,1
1477,Robert Defares,56,1000,10,56,0,1
1477,Alexander Dzhaparidze,62,1000,2,35,0,1
1477,Stephen Feinberg,57,1000,10,20,0,1
1477,Paul Foster,60,1000,2,20,0,1
1477,Mario Gabelli,75,1000,10,20,0,1
1477,Radhe Shyam Goenka,72,1000,17,44,0,1
1477,Christopher Goldsbury,75,1000,16,20,0,1
1477,Stelios Haji-Ioannou,51,1000,11,5,0,1
1477,Ilkka Herlin,59,1000,12,10,0,1
1477,Brian Higgins,53,1000,10,20,0,1
1477,Stephen Jarislowsky,92,1000,10,49,0,1
1477,Michael Jordan,55,1000,9,20,0,1
1477,Kenji Kasahara,42,1000,8,27,0,1
1477,Kim Taek-Jin,50,1000,4,53,0,1
1477,Edward Lampert,55,1000,10,20,0,1
1477,Thomas Lau,63,1000,17,1,0,1
1477,Thai Lee,59,1000,8,20,1,0
1477,Lei Jufang,65,1000,1,26,1,0
1477,Li Li,54,1000,1,26,0,1
1477,Li Liufa,60,1000,13,26,0,1
1477,Liu Hanyuan,54,1000,16,26,0,1
1477,Pier Luigi Loro Piana,66,1000,17,48,0,1
1477,Billy Joe (Red) McCombs,90,1000,13,20,0,1
1477,Gian Marco Moratti,81,1000,2,48,0,1
1477,Manuel Moroun,90,1000,6,20,0,1
1477,Robert Mouawad,73,1000,11,22,0,1
1477,Marius Nacht,52,1000,8,30,0,1
1477,Ni Zugen,61,1000,12,26,0,1
1477,Lirio Parisotto,64,1000,10,17,0,1
1477,Karl-Johan Persson,42,1000,17,18,0,1
1477,Tom Persson,33,1000,17,18,0,1
1477,Dmitry Pumpyansky,53,1000,0,35,0,1
1477,Ruan Shuilong,82,1000,12,26,0,1
1477,Jean Salata,52,1000,10,4,0,1
1477,Sheryl Sandberg,48,1000,8,20,1,0
1477,Niraj Shah,44,1000,8,20,0,1
1477,Shin Dong-Guk,67,1000,1,53,0,1
1477,Ben Silbermann,35,1000,8,20,0,1
1477,Charlotte Soderstrom,41,1000,17,18,1,0
1477,Thomas Steyer,60,1000,10,20,0,1
1477,Su Weizhong,49,1000,2,26,0,1
1477,David Teoh,61,1000,18,65,0,1
1477,Wang Jinshu,61,1000,12,26,0,1
1477,Wang Yaohai,51,1000,8,26,0,1
1477,Charlotte Colket Weber,75,1000,16,20,1,0
1477,Wei Ing-Chou,65,1000,16,24,0,1
1477,Yin-Chun Wei,61,1000,16,24,0,1
1477,Wei Yin-Heng,59,1000,16,24,0,1
1477,Wei Ying-Chiao,63,1000,16,24,0,1
1477,Richard White,62,1000,8,65,0,1
1477,Allan Wong,67,1000,12,1,0,1
1477,Wong Kwong Yu,48,1000,17,26,0,1
1477,Wu Jianshu,54,1000,7,1,0,1
1477,Wu Xu,54,1000,14,50,0,1
1477,Wu Xushun,69,1000,13,26,0,1
1477,Luis Enrique Yarur Rey,67,1000,10,4,0,1
1477,Albert Yeung,75,1000,13,1,0,1
1477,Yu Rong,46,1000,1,26,0,1
1477,Kostyantin Zhevago,44,1000,0,34,0,1
1477,Zhou Chengjian,52,1000,17,26,0,1
1477,Zhou Yaoting,75,1000,13,26,0,1
1477,Zhuang Kuilong,55,1000,12,26,0,1
1561,Khalifa Bin Butti Al Muhairi,39,1000,13,55,0,1
1561,Folorunsho Alakija,67,1000,2,42,1,0
1561,Bill Alfond,69,1000,17,20,0,1
1561,Susan Alfond,72,1000,17,20,1,0
1561,Ted Alfond,73,1000,17,20,0,1
1561,Joy Alukkas,61,1000,17,44,0,1
1561,Andrey Andreev,44,1000,8,3,0,1
1561,Carol Jenkins Barnett,61,1000,16,20,1,0
1561,Oleg Boyko,53,1000,13,35,0,1
1561,Ana Maria Brescia Cafferata,93,1000,13,16,1,0
1561,Binod Chaudhary,62,1000,13,40,0,1
1561,Che Fengsheng,55,1000,1,26,0,1
1561,Chen Qingzhou,52,1000,18,26,0,1
1561,Richard Desmond,66,1000,5,3,0,1
1561,Mohammed Dewji,42,1000,13,23,0,1
1561,Carl Douglas,56,1000,13,18,0,1
1561,Eric Douglas,49,1000,13,18,0,1
1561,Bulent Eczacibasi,68,1000,13,13,0,1
1561,Faruk Eczacibasi,63,1000,13,13,0,1
1561,Martha Ford,92,1000,7,20,1,0
1561,Yasuhiro Fukushima,70,1000,5,27,0,1
1561,Reinold Geiger,70,1000,17,0,0,1
1561,Saad Hariri,47,1000,3,22,0,1
1561,Richard Hayne,70,1000,17,20,0,1
1561,Ilona Herlin,53,1000,12,10,1,0
1561,Asok Kumar Hiranandani,63,1000,14,69,0,1
1561,Niranjan Hiranandani,68,1000,14,44,0,1
1561,Huang Qiaoling,59,1000,5,26,0,1
1561,Huang Zhuangmian,48,1000,6,26,0,1
1561,Hal Jackman,85,1000,10,49,0,1
1561,Anurang Jain,55,1000,12,44,0,1
1561,Keeree Kanjanapas,67,1000,14,54,0,1
1561,Kim Nam-Jung,45,1000,16,53,0,1
1561,Seth Klarman,60,1000,10,20,0,1
1561,Alexander Klyachin,50,1000,14,35,0,1
1561,Yuriy Kosiuk,49,1000,16,34,0,1
1561,Miguel Krigsner,68,1000,17,17,0,1
1561,Lee Yin Yee,66,1000,12,26,0,1
1561,Nicola Leibinger-Kammueller,58,1000,12,62,1,0
1561,Li Weiwei,41,1000,8,26,0,1
1561,William Li,43,1000,7,26,0,1
1561,Li Yihai,55,1000,1,26,0,1
1561,Li Yong,40,1000,12,26,0,1
1561,Lin Ming-hsiung,68,1000,17,24,0,1
1561,Lou Zhongfu,64,1000,14,26,0,1
1561,Low Tuck Kwong,69,1000,2,63,0,1
1561,P.N.C. Menon,69,1000,14,66,0,1
1561,Thomas Meyer,58,1000,17,70,0,1
1561,Ezra Nahmad,72,1000,10,33,0,1
1561,Judith Neilson,71,1000,10,65,1,0
1561,Madeleine Olsson Ericksson,73,1000,13,18,1,0
1561,Ou Zonghong,48,1000,14,26,0,1
1561,Eren Ozmen,59,1000,12,20,1,0
1561,Fatih Ozmen,60,1000,12,20,0,1
1561,Jose Isaac Peres,77,1000,14,17,0,1
1561,Mark Pincus,52,1000,8,20,0,1
1561,Kevin Plank,45,1000,17,20,0,1
1561,"Nicholas Pritzker, II.",74,1000,11,20,0,1
1561,Que Wenbin,54,1000,1,26,0,1
1561,Jorge Rodriguez Rodriguez,72,1000,13,16,0,1
1561,Nobutada Saji,72,1000,16,27,0,1
1561,Thomas Sandell,57,1000,10,18,0,1
1561,Eddy Kusnadi Sariaatmadja,64,1000,5,63,0,1
1561,Fayez Sarofim,89,1000,10,20,0,1
1561,Monika Schoeller,79,1000,5,62,1,0
1561,Antonio Luiz Seabra,75,1000,17,17,0,1
1561,Yuri Shefler,50,1000,16,35,0,1
1561,Rajju Shroff,84,1000,12,44,0,1
1561,Frank Stronach,85,1000,7,49,0,1
1561,Kevin Systrom,34,1000,8,20,0,1
1561,Tang Hsiang-chien,94,1000,12,1,0,1
1561,Ning Tang,44,1000,10,26,0,1
1561,Jim Thompson,78,1000,6,20,0,1
1561,Jonathan Tisch,64,1000,13,20,0,1
1561,Kenneth Tuchman,58,1000,11,20,0,1
1561,Wim van der Leegte,70,1000,12,56,0,1
1561,Shamsheer Vayalil,41,1000,1,44,0,1
1561,Thongma Vijitpongpun,59,1000,14,54,0,1
1561,Arkady Volozh,54,1000,5,35,0,1
1561,Stefan von Holtzbrinck,54,1000,5,62,0,1
1561,Wang Jiufang,54,1000,14,26,0,1
1561,Wong Hong King,56,1000,14,26,0,1
1561,Ian Wood,75,1000,2,3,0,1
1561,Xiao Chunhong,50,1000,14,26,0,1
1561,Jacky Xu,46,1000,17,50,0,1
1561,Zhang Hongwei,63,1000,13,26,0,1
1561,Zhang Tao,45,1000,17,26,0,1
1650,Anu Aga,75,1000,3,44,1,0
1650,Farkhad Akhmedov,62,1000,2,35,0,1
1650,Alberto Alcocer,75,1000,10,38,0,1
1650,Bassam Alghanim,66,1000,13,41,0,1
1650,Kutayba Alghanim,72,1000,13,41,0,1
1650,Alexandra Andresen,21,1000,13,67,1,0
1650,Katharina Andresen,22,1000,13,67,1,0
1650,Vasily Anisimov,66,1000,0,35,0,1
1650,Mori Arkin,65,1000,1,30,0,1
1650,Nigel Austin,47,1000,17,65,0,1
1650,Krishna Kumar Bangur,57,1000,12,44,0,1
1650,Herb Chambers,76,1000,7,20,0,1
1650,R.G. Chandramogan,69,1000,16,44,0,1
1650,Chang Pyung-Soon,67,1000,11,53,0,1
1650,Chao Teng-hsiung,74,1000,14,24,0,1
1650,Chen Liying,42,1000,6,26,1,0
1650,Chen Tianqiao,44,1000,8,26,0,1
1650,Henry Cheng,71,1000,13,1,0,1
1650,Chey Ki-Won,53,1000,8,53,1,0
1650,Chi Yufeng,47,1000,8,26,0,1
1650,Chua Thian Poh,69,1000,14,69,0,1
1650,Chung Yong-Jin,49,1000,17,53,0,1
1650,Ciputra,86,1000,14,63,0,1
1650,Alberto Cortina,72,1000,10,38,0,1
1650,"Robert Coyiuto, Jr.",65,1000,2,45,0,1
1650,Maria Del Pino y Calvo-Sotelo,61,1000,3,38,1,0
1650,K. Dinesh,63,1000,8,44,0,1
1650,Du Weimin,54,1000,1,26,0,1
1650,John Edson,85,1000,12,20,0,1
1650,David Einhorn,49,1000,10,20,0,1
1650,Bob Ell,73,1000,3,65,0,1
1650,Gary Fegel,44,1000,0,70,0,1
1650,Victor Fung,72,1000,6,20,0,1
1650,William Fung,69,1000,17,1,0,1
1650,Alan Gerry,89,1000,5,20,0,1
1650,Balkrishan Goenka,51,1000,12,44,0,1
1650,Polys Haji-Ioannou,58,1000,11,5,0,1
1650,Mehmet Hattat,72,1000,13,13,0,1
1650,J. Tomilson Hill,69,1000,10,20,0,1
1650,Eduardo Hochschild,54,1000,0,16,0,1
1650,Hoi Kin Hong,65,1000,14,46,0,1
1650,Hur Young-In,68,1000,16,53,0,1
1650,George Joseph,96,1000,10,20,0,1
1650,Ronald Joyce,87,1000,16,49,0,1
1650,T.S. Kalyanaraman,70,1000,17,44,0,1
1650,Nimesh Kampani,71,1000,10,44,0,1
1650,Eugene Kaspersky,52,1000,8,35,0,1
1650,Viktor Kharitonin,45,1000,1,35,0,1
1650,Pyotr Kondrashev,68,1000,12,35,0,1
1650,Yuri Kovalchuk,66,1000,10,35,0,1
1650,Kagemasa Kozuki,77,1000,8,27,0,1
1650,Michael Krasny,64,1000,8,20,0,1
1650,James Leininger,72,1000,1,20,0,1
1650,Li Guoqiang,54,1000,7,26,0,1
1650,Li Liangbin,50,1000,12,26,0,1
1650,Liu Ko-chen,64,1000,8,24,0,1
1650,Anatoly Lomakin,65,1000,0,35,0,1
1650,Ma Hong,50,1000,17,26,0,1
1650,Gary Magness,64,1000,5,20,0,1
1650,Youssef Mansour,72,1000,13,68,0,1
1650,Strive Masiyiwa,57,1000,18,47,0,1
1650,Dariusz Milek,50,1000,17,29,0,1
1650,Nan Cunhui,54,1000,12,26,0,1
1650,Dinesh Nandwana,54,1000,8,44,0,1
1650,Oei Hong Leong,69,1000,10,69,0,1
1650,Rubens Ometto Silveira Mello,68,1000,2,17,0,1
1650,Ou Xueming,69,1000,14,26,0,1
1650,Markus Persson,38,1000,5,18,0,1
1650,Victor Pinchuk,57,1000,0,34,0,1
1650,Forrest Preston,84,1000,1,20,0,1
1650,Jerry Reinsdorf,82,1000,9,20,0,1
1650,Fernando Roig,70,1000,17,38,0,1
1650,Subhash Runwal,74,1000,14,44,0,1
1650,Yoshiyuki Sankai,59,1000,8,27,0,1
1650,Kirill Shamalov,35,1000,2,35,0,1
1650,Shin Dong-Bin,63,1000,17,53,0,1
1650,Evgeny (Eugene) Shvidler,53,1000,2,20,0,1
