rank,personName,age,finalWorth,category,country,gender_F,gender_M
588,Peter Gilgan,67,3000,3,49,0,1
588,Jeff Greene,63,3000,14,20,0,1
588,Jiang Weiping,63,3000,12,26,0,1
588,Li Wa,52,3000,14,1,0,1
588,Robert McNair,81,3000,9,20,0,1
588,Masahiro Miki,62,3000,17,27,0,1
588,Ira Rennert,83,3000,10,20,0,1
588,Henry Samueli,63,3000,8,20,0,1
588,Zeng Fangqin,52,3000,8,26,1,0
588,Zhang Jin,46,3000,13,26,0,1
606,Nick Caporella,82,3000,16,20,0,1
606,Mark Cuban,59,3000,5,20,0,1
606,Ken Fisher,67,3000,10,20,0,1
606,Jaime Gilinski Bacal,60,3000,10,43,0,1
606,Andreas Halvorsen,56,3000,10,67,0,1
606,H. Fisk Johnson,59,3000,12,20,0,1
606,Imogene Powers Johnson,87,3000,12,20,1,0
606,S. Curtis Johnson,62,3000,12,20,0,1
606,Helen Johnson-Leipold,61,3000,12,20,1,0
606,Winifred Johnson-Marquart,58,3000,12,20,1,0
606,Viatcheslav Kantor,64,3000,12,35,0,1
606,Samvel Karapetyan,52,3000,3,35,0,1
606,Marc Ladreit de Lacharriere,77,3000,10,36,0,1
606,Angela Leong,56,3000,4,1,1,0
606,Li Gaiteng,45,3000,12,26,0,1
606,Mangal Prabhat Lodha,62,3000,14,44,0,1
606,Michael Milken,71,3000,10,20,0,1
606,Yuri Milner,56,3000,10,35,0,1
606,Andreas Struengmann,68,3000,1,62,0,1
606,Thomas Struengmann,68,3000,1,62,0,1
606,Tse Ping,66,3000,1,26,0,1
606,Yitzhak Tshuva,69,3000,14,30,0,1
606,Samuel Yin,67,3000,13,24,0,1
629,Michael Ashley,53,3000,17,3,0,1
629,Cao Longxiang,60,3000,1,26,0,1
629,Jeffery Hildebrand,59,3000,2,20,0,1
629,Jiang Rensheng,64,3000,1,26,0,1
629,"Edward Johnson, IV.",53,3000,10,20,0,1
629,Elizabeth Johnson,54,3000,10,20,1,0
629,Peter Kellogg,75,3000,10,20,0,1
629,Lim Sung-Ki,78,3000,1,53,0,1
629,Friedhelm Loh,71,3000,12,62,0,1
629,Kiran Mazumdar-Shaw,64,3000,1,44,1,0
629,Idan Ofer,62,3000,13,30,0,1
629,Karsanbhai Patel,74,3000,13,44,0,1
629,Qin Yinglin,52,3000,16,26,0,1
629,Qiu Guanghe,66,3000,17,26,0,1
629,Sarath Ratanavadi,52,3000,2,54,0,1
629,Rodger Riney,72,3000,10,20,0,1
629,Steven Spielberg,71,3000,5,20,0,1
629,Arne Wilhelmsen,87,3000,6,67,0,1
629,Xu Jingren,73,3000,1,26,0,1
629,Zhang Li,65,3000,14,26,0,1
629,Zhang Xin,52,3000,14,26,1,0
629,Anita Zucker,66,3000,12,20,1,0
652,Carlo Benetton,74,3000,17,48,0,1
652,Gilberto Benetton,76,3000,17,48,0,1
652,Giuliana Benetton,80,3000,17,48,1,0
652,Luciano Benetton,82,3000,17,48,0,1
652,Chen Bang,52,3000,1,26,0,1
652,Abilio dos Santos Diniz,81,3000,17,17,0,1
652,Bernard Ecclestone,87,3000,9,3,0,1
652,Judy Faulkner,74,3000,8,20,1,0
652,Gao Tianguo,66,3000,14,26,0,1
652,Joshua Harris,53,3000,10,20,0,1
652,Arthur Irving,88,3000,2,49,0,1
652,Baba Kalyani,69,3000,3,44,0,1
652,Dmitry Kamenshchik,49,3000,11,35,0,1
652,Douglas Leone,60,3000,10,20,0,1
652,Edwin Leong,66,3000,14,1,0,1
652,Arnon Milchan,73,3000,5,30,0,1
652,Anthony Pritzker,57,3000,11,20,0,1
652,Jay Robert (J.B.) Pritzker,53,3000,10,20,0,1
652,Mitchell Rales,61,3000,12,20,0,1
652,Kjell Inge Rokke,59,3000,6,67,0,1
652,"Bernard Saul, II.",85,3000,10,20,0,1
652,Donald Sterling,83,3000,14,20,0,1
652,Tahir,65,3000,13,63,0,1
652,Chairul Tanjung,55,3000,13,63,0,1
652,Clemens Toennies,61,3000,16,62,0,1
679,Somphote Ahunai,50,3000,2,54,0,1
679,Igor Altushkin,47,3000,0,35,0,1
679,Riley Bechtel,65,3000,3,20,0,1
679,"Stephen Bechtel, Jr.",92,3000,3,20,0,1
679,Mike Cannon-Brookes,38,3000,8,65,0,1
679,Rafael Del Pino y Calvo-Sotelo,59,3000,3,38,0,1
679,Antonio Del Valle Ruiz,79,3000,12,37,0,1
679,Scott Farquhar,38,3000,8,65,0,1
679,Lindsay Fox,80,3000,6,65,0,1
679,Jimmy Haslam,64,3000,17,20,0,1
679,Heidi Horten,77,3000,17,0,1,0
679,Min Kao,69,3000,8,20,0,1
679,Melissa Ma,48,3000,8,26,1,0
679,Rudolf Maag,72,3000,1,70,0,1
679,Alexander Ponomarenko,53,3000,6,35,0,1
679,Carlos Rodriguez-Pastor,58,3000,10,16,0,1
679,Teddy Sagi,46,3000,4,30,0,1
679,Shaul Shani,63,3000,18,30,0,1
679,Alexander Skorobogatko,50,3000,6,35,0,1
679,Sun Guangxin,55,3000,13,26,0,1
679,Rita Tong Liu,69,3000,14,1,1,0
679,Juan-Miguel Villar Mir,86,3000,3,38,0,1
679,Steve Wynn,76,3000,4,20,0,1
703,Anil Agarwal,64,3000,0,44,0,1
703,John Arnold,44,3000,10,20,0,1
703,Sid Bass,75,3000,2,20,0,1
703,Alain Bouchard,69,3000,17,49,0,1
703,John Brown,83,3000,1,20,0,1
703,Vanich Chaiyawan,86,3000,10,54,0,1
703,Chen Lip Keong,70,3000,4,8,0,1
703,Charles Cohen,66,3000,14,20,0,1
703,Ashwin Dani,75,3000,12,44,0,1
703,Rakesh Gangwal,64,3000,11,20,0,1
703,Reid Hoffman,50,3000,8,20,0,1
703,"Amos Hostetter, Jr.",81,3000,5,20,0,1
703,Zarakh Iliev,51,3000,14,35,0,1
703,Ji Qi,51,3000,14,26,0,1
703,Kenneth Langone,82,3000,10,20,0,1
703,Li Sze Lim,60,3000,14,1,0,1
703,George Lindemann,81,3000,10,20,0,1
703,Liu Zhongtian,54,3000,12,26,0,1
703,Luo Liguo,62,3000,12,26,0,1
703,Mary Alice Dorrance Malone,68,3000,16,20,1,0
703,"Henry Nicholas, III.",58,3000,8,20,0,1
703,God Nisanov,45,3000,14,35,0,1
703,Pat Stryker,61,3000,1,20,1,0
703,Alexander Svetakov,50,3000,10,35,0,1
703,Hans Peter Wild,76,3000,16,70,0,1
729,Yvonne Bauer,40,3000,5,62,1,0
729,Patrizio Bertelli,72,3000,17,48,0,1
729,Neil Bluhm,80,3000,14,20,0,1
729,Scott Cook,65,3000,8,20,0,1
729,Leon G. Cooperman,74,3000,10,20,0,1
729,John Paul DeJoria,73,3000,17,20,0,1
729,Martin Ebner,72,3000,10,70,0,1
729,Walter Faria,62,3000,16,17,0,1
729,Sameer Gehlaut,44,3000,10,44,0,1
729,Tom Golisano,76,3000,11,20,0,1
729,Otto Happel,70,3000,3,62,0,1
729,Jiang Bin,51,3000,8,26,0,1
729,Karel Komarek,48,3000,4,12,0,1
729,Kurt Krieger,69,3000,17,62,0,1
729,Timur Kulibaev,51,3000,10,9,0,1
729,Dinara Kulibaeva,50,3000,10,9,1,0
729,Spiro Latsis,71,3000,13,52,0,1
729,Daniel Loeb,56,3000,10,20,0,1
729,Luo Jye,92,3000,7,24,0,1
729,Ronald McAulay,82,3000,2,1,0,1
729,Alain Merieux,80,3000,1,36,0,1
729,Hans Georg Naeder,56,3000,12,62,0,1
729,Nie Tengyun,42,3000,11,26,0,1
729,Daniel Och,57,3000,10,20,0,1
729,Miuccia Prada,68,3000,17,48,1,0
729,Marc Rowan,55,3000,10,20,0,1
729,Haim Saban,73,3000,5,20,0,1
729,Alvaro Saieh Bendeck,68,3000,10,4,0,1
729,Michael & Reiner Schmidt-Ruthenbeck,75,3000,17,62,0,1
729,Lynn Schusterman,79,3000,2,20,1,0
729,Mark Shoen,67,3000,7,20,0,1
729,Michal Solowow,55,3000,10,29,0,1
729,Daniel Tsai,61,3000,10,24,0,1
729,Richard Tsai,60,3000,10,24,0,1
729,Frank Wang,37,3000,8,26,0,1
729,Meg Whitman,61,3000,8,20,1,0
766,John Catsimatidis,69,3000,2,20,0,1
766,Cheng Cheung Ling,54,3000,1,26,1,0
766,Barry Diller,76,3000,5,20,0,1
766,Jack Dorsey,41,3000,8,20,0,1
766,Yakir Gabay,51,3000,14,5,0,1
766,Allan Goldman,75,3000,14,20,0,1
766,Jane Goldman,62,3000,14,20,1,0
766,Amy Goldman Fowler,63,3000,14,20,1,0
766,Daryl Katz,56,3000,13,49,0,1
766,Diane Kemper,72,3000,14,20,1,0
766,Vladimir Kim,57,3000,0,9,0,1
766,Lai Meisong,47,3000,6,26,0,1
766,Manuel Lao Hernandez,73,3000,4,38,0,1
766,James Leprino,80,3000,16,20,0,1
766,Liang Xinjun,50,3000,13,26,0,1
766,Tom Morris,63,3000,17,3,0,1
766,Thi Phuong Thao Nguyen,47,3000,13,59,1,0
766,Rajan Raheja,63,3000,13,44,0,1
766,Ren Jianhua,61,3000,12,26,0,1
766,Richard Sands,67,3000,16,20,0,1
766,Kerry Stokes,77,3000,13,65,0,1
766,Donald Trump,71,3000,14,20,0,1
766,Romesh T. Wadhwani,70,3000,8,20,0,1
766,Wang Jian,64,3000,8,26,0,1
791,Clifford Asness,51,3000,10,20,0,1
791,Anne Beaufour,54,3000,1,36,1,0
791,Henri Beaufour,52,3000,1,36,0,1
791,Tom Benson,90,3000,9,20,0,1
791,Jim Breyer,56,3000,8,20,0,1
791,Alejandro Bulgheroni,73,3000,2,58,0,1
791,Hasmukh Chudgar,84,3000,1,44,0,1
791,Ennio Doris,77,3000,10,48,0,1
791,Luis Frias,54,3000,8,17,0,1
791,Valentin Gapontsev,79,3000,12,20,0,1
791,Martin Haefner,64,3000,8,70,0,1
791,Christopher Hohn,51,3000,10,3,0,1
791,Johnelle Hunt,86,3000,6,20,1,0
791,Rakesh Jhunjhunwala,57,3000,10,44,0,1
791,Lu Xiangyang,55,3000,7,26,0,1
791,John Middleton,63,3000,16,20,0,1
791,Kazuo Okada,75,3000,4,27,0,1
791,Jorge Perez,68,3000,14,20,0,1
791,Prasert Prasarttong-Osoth,84,3000,1,54,0,1
791,Jean (Gigi) Pritzker,55,3000,11,20,1,0
791,Mochtar Riady,88,3000,13,63,0,1
791,Arkady Rotenberg,66,3000,3,35,0,1
791,Michael Rubin,45,3000,17,20,0,1
791,Robert Sands,59,3000,16,20,0,1
791,Herbert Simon,83,3000,14,20,0,1
791,Robert Toennies,39,3000,16,62,0,1
791,Manuel Villar,68,3000,14,45,0,1
791,Don Vultaggio,66,3000,16,20,0,1
791,Wang Zhenhua,56,3000,14,26,0,1
791,Wu Kaiting,48,3000,18,1,0,1
791,Simon Xie,48,3000,8,26,0,1
822,Chuck Bundrant,76,2000,16,20,0,1
822,Cai Dongchen,65,2000,1,26,0,1
822,Jason Chang,73,2000,8,69,0,1
822,Smita Crishna-Godrej,67,2000,13,44,1,0
822,Ding Shizhong,47,2000,17,26,0,1
822,Feng Hailiang,57,2000,0,26,0,1
822,Gerald Ford,73,2000,10,20,0,1
822,Philippe Foriel-Destezet,82,2000,11,36,0,1
822,Adi Godrej,75,2000,13,44,0,1
822,Jamshyd Godrej,69,2000,13,44,0,1
822,Nadir Godrej,67,2000,13,44,0,1
822,Joseph Grendys,56,2000,16,20,0,1
822,Hedda im Brahm-Droege,63,2000,11,62,1,0
822,Ke Zunhong,63,2000,1,26,0,1
822,Randal Kirk,64,2000,1,20,0,1
822,Alicia Koplowitz,64,2000,10,38,1,0
822,Kwek Leng Beng,77,2000,14,69,0,1
822,Louis Le Duff,71,2000,16,36,0,1
822,Yusaku Maezawa,42,2000,8,27,0,1
822,Sergio Mantegazza,90,2000,11,70,0,1
822,Hans Melchers,79,2000,10,56,0,1
822,Erwin Franz Mueller,85,2000,17,62,0,1
822,Rishad Naoroji,66,2000,13,44,0,1
822,Husnu Ozyegin,73,2000,10,13,0,1
822,Prajogo Pangestu,73,2000,13,63,0,1
822,Jeff Rothschild,63,2000,8,20,0,1
822,Thomas Siebel,65,2000,8,20,0,1
822,Paul Singer,73,2000,10,20,0,1
822,Ralph Sonnenberg,83,2000,12,56,0,1
822,Jon Stryker,59,2000,1,20,0,1
822,Georg Stumpf,45,2000,13,0,0,1
822,Tsai Hong-tu,65,2000,10,24,0,1
822,Vincent Viola,62,2000,10,20,0,1
822,Radovan Vitek,46,2000,14,12,0,1
822,Wang Laichun,50,2000,8,26,1,0
822,Wang Laisheng,53,2000,8,26,0,1
859,Carlos Ardila Lülle,87,2000,16,43,0,1
859,"William Conway, Jr.",68,2000,10,20,0,1
859,Daniel D'Aniello,71,2000,10,20,0,1
859,Jim Davis,57,2000,11,20,0,1
859,Ding Shijia,54,2000,17,26,0,1
859,"John Dorrance, III.",74,2000,16,2,0,1
859,Doris Fisher,86,2000,17,20,1,0
859,John Fisher,56,2000,17,20,0,1
859,Caroline Hagen Kjos,34,2000,13,67,1,0
859,Kieu Hoang,73,2000,1,20,0,1
859,Huang Shih Tsai,66,2000,14,1,0,1
859,H. Wayne Huizenga,80,2000,10,20,0,1
859,Osman Kibar,46,2000,1,20,0,1
859,Aloke Lohia,59,2000,12,44,0,1
859,Taha Mikati,73,2000,18,22,0,1
859,Philip Niarchos,64,2000,13,52,0,1
859,Stefan Olsson,69,2000,13,18,0,1
859,Sebastian Piñera,68,2000,10,4,0,1
859,Penny Pritzker,58,2000,10,20,1,0
859,Nicolas Puech,75,2000,17,36,0,1
859,Chandru Raheja,77,2000,14,44,0,1
859,David Rubenstein,68,2000,10,20,0,1
859,Shi Yuzhu,55,2000,13,26,0,1
859,Zygmunt Solorz-Zak,61,2000,5,29,0,1
859,Tung Chee Chen,76,2000,6,1,0,1
859,Mark Walter,57,2000,10,20,0,1
859,"William Wrigley, Jr.",54,2000,16,20,0,1
859,Mortimer Zuckerman,80,2000,14,20,0,1
887,Mohed Altrad,70,2000,3,36,0,1
887,Anil Ambani,58,2000,13,44,0,1
887,Roberto Angelini Rossi,69,2000,13,4,0,1
887,Pierre Chen,60,2000,13,24,0,1
887,Ray Davis,76,2000,2,20,0,1
887,"Edward DeBartolo, Jr.",71,2000,14,20,0,1
887,Bennett Dorrance,72,2000,16,20,0,1
887,Eduardo Eurnekian,85,2000,13,58,0,1
887,Piero Ferrari,72,2000,7,48,0,1
887,Fiona Geminder,53,2000,12,65,1,0
887,Gu Yuhua,68,2000,12,26,0,1
887,Don Hankey,74,2000,10,20,0,1
887,Reed Hastings,57,2000,5,20,0,1
887,Huang Wei,58,2000,14,26,0,1
887,James Irsay,58,2000,9,20,0,1
887,Kim Beom-Su,51,2000,8,53,0,1
887,Mustafa Kucuk,54,2000,17,13,0,1
887,Mohamed Mansour,70,2000,13,68,0,1
887,Najib Mikati,62,2000,18,22,0,1
887,Ermirio Pereira de Moraes,85,2000,13,17,0,1
887,Bob Parsons,67,2000,8,20,0,1
887,Krit Ratanarak,71,2000,5,54,0,1
887,Helena Revoredo,71,2000,11,38,1,0
887,Phillip Ruffin,82,2000,13,20,0,1
887,Howard Schultz,64,2000,16,20,0,1
887,E. Joe Shoen,68,2000,7,20,0,1
887,Thomas Straumann,54,2000,1,70,0,1
887,Lawrence Stroll,58,2000,17,49,0,1
887,Andrew Tan,65,2000,13,45,0,1
887,Frank VanderSloot,69,2000,17,20,0,1
887,Sandro Veronesi,58,2000,17,48,0,1
887,Ty Warner,73,2000,14,20,0,1
887,Oprah Winfrey,64,2000,5,20,1,0
887,Zhang Wenzhong,56,2000,17,26,0,1
887,Zuo Hui,47,2000,14,26,0,1
924,Juan Abello,76,2000,10,38,0,1
924,Semahat Sevim Arsel,89,2000,13,13,1,0
924,Bang Jun-Hyuk,49,2000,8,53,0,1
924,Koos Bekker,65,2000,5,31,0,1
924,David Bonderman,75,2000,10,20,0,1
924,Francesco Gaetano Caltagirone,74,2000,3,48,0,1
924,John Caudwell,65,2000,18,3,0,1
924,Chen Fashu,57,2000,10,26,0,1
924,Chung Eui-Sun,47,2000,6,53,0,1
924,Isabel dos Santos,44,2000,10,28,1,0
924,Fong Yun Wah,93,2000,14,1,0,1
924,Phillip Frost,81,2000,1,20,0,1
924,Lutz Mario Helmig,71,2000,1,62,0,1
924,B. Wayne Hughes,84,2000,11,20,0,1
924,Daniel Kretinsky,42,2000,2,12,0,1
924,Raj Kumar & Kishin RK,63,2000,14,69,0,1
924,Lam Kong,53,2000,1,26,0,1
924,Lau Cho Kun,82,2000,13,8,0,1
924,"Stephen Mandel, Jr.",61,2000,10,20,0,1
924,Gilles Martin,54,2000,1,36,0,1
924,Daniel Mate,54,2000,0,38,0,1
924,Robert Miller,72,2000,8,49,0,1
924,Jorge Moll Filho,73,2000,1,17,0,1
924,Maria Helena Moraes Scripilliti,87,2000,13,17,1,0
924,Sean Parker,38,2000,8,20,0,1
924,Jay Paul,70,2000,14,20,0,1
924,Patrick Ryan,80,2000,10,20,0,1
924,Thomas Secunda,63,2000,5,20,0,1
924,Shen Wenrong,72,2000,0,26,0,1
924,Shen Yuxing,59,2000,14,26,0,1
924,Gil Shwed,50,2000,8,30,0,1
924,Song Zuowen,70,2000,13,26,0,1
924,Warren Stephens,61,2000,10,20,0,1
924,Glen Taylor,76,2000,11,20,0,1
924,Hanni Toosbuy Kasprzak,60,2000,17,57,1,0
924,Torbjorn Tornqvist,64,2000,2,18,0,1
924,Bulat Utemuratov,60,2000,0,9,0,1
924,Chip Wilson,61,2000,17,49,0,1
924,Jerry Yang,49,2000,8,20,0,1
924,Zhang Fan,52,2000,8,26,0,1
924,Zhu Xingliang,58,2000,3,26,0,1
965,Ramon Ang,64,2000,16,45,0,1
965,Edward Bass,72,2000,2,20,0,1
965,Lee Bass,61,2000,2,20,0,1
965,Bert Beveridge,56,2000,16,20,0,1
965,George Bishop,80,2000,2,20,0,1
965,Jaime Botin,81,2000,10,38,0,1
965,Norman Braman,85,2000,7,20,0,1
965,Chin Jong Hwa,59,2000,7,24,0,1
965,Cho Tak Wong,71,2000,12,1,0,1
965,John Coates,48,2000,4,3,0,1
965,Du Jiangtao,48,2000,12,26,0,1
965,Aloysio de Andrade Faria,97,2000,10,17,0,1
965,Kenneth Feld,69,2000,5,20,0,1
965,Luca Garavoglia,49,2000,16,48,0,1
965,Noam Gottesman,56,2000,10,20,0,1
965,Jonathan Gray,48,2000,10,20,0,1
965,Stein Erik Hagen,61,2000,17,67,0,1
965,Chang-Woo Han,87,2000,4,27,0,1
965,John Henry,68,2000,9,20,0,1
965,Lawrence Ho,41,2000,4,1,0,1
965,Hui Lin Chit,64,2000,12,26,0,1
965,Mustafa Rahmi Koc,87,2000,13,13,0,1
965,Kuan Kam Hon,70,2000,12,8,0,1
965,Jane Lauder,45,2000,17,20,1,0
965,Aerin Lauder Zinterhofer,47,2000,17,20,1,0
965,Maritsa Lazari,73,2000,14,3,1,0
965,Bernard Lewis,92,2000,17,3,0,1
965,Vincent Lo,68,2000,14,1,0,1
965,Jeffrey Lorberbaum,63,2000,12,20,0,1
965,Joe Mansueto,61,2000,10,20,0,1
965,Jose Roberto Marinho,62,2000,5,17,0,1
965,Roberto Irineu Marinho,70,2000,5,17,0,1
965,C. Dean Metropoulos,71,2000,16,20,0,1
965,Aristotelis Mistakidis,56,2000,0,52,0,1
965,Arturo Moreno,71,2000,9,20,0,1
965,Yoshiko Mori,77,2000,14,27,1,0
965,Adam Neumann,38,2000,14,30,0,1
965,Or Wai Sheun,66,2000,14,1,0,1
965,Richard Peery,79,2000,14,20,0,1
965,Horst Julius Pudwill,73,2000,12,62,0,1
965,P.V. Ramprasad Reddy,59,2000,1,44,0,1
965,Larry Robbins,48,2000,10,20,0,1
965,Carlos Sanchez,56,2000,1,17,0,1
965,Stephan Schmidheiny,70,2000,10,70,0,1
965,Charles Simonyi,69,2000,8,20,0,1
965,Mark Stevens,58,2000,10,20,0,1
965,Sze Man Bok,68,2000,12,26,0,1
965,Sarik Tara,87,2000,3,13,0,1
965,Lottie Tham,68,2000,17,18,1,0
965,Peter Thiel,50,2000,10,20,0,1
965,Elaine Wynn,75,2000,4,20,1,0
965,Denise York,67,2000,9,20,1,0
965,David Zalik,44,2000,8,20,0,1
965,Zhao Tao,52,2000,1,69,0,1
1020,George Argyros,81,2000,14,20,0,1
1020,John Arrillaga,80,2000,14,20,0,1
1020,Charles Bronfman,86,2000,16,49,0,1
1020,Peter Buck,87,2000,16,20,0,1
1020,Chen Jinxia,49,2000,10,26,1,0
1020,Vivien Chen,59,2000,14,1,1,0
1020,Chu Lam Yiu,48,2000,12,1,1,0
1020,Jean Coutu,90,2000,17,49,0,1
1020,Jose Luis Cutrale,71,2000,16,17,0,1
1020,Bergit Douglas,71,2000,16,62,1,0
1020,Alfredo Egydio Arruda Villela Filho,48,2000,10,17,0,1
1020,Marcel Erni,53,2000,10,70,0,1
1020,Andre Esteves,49,2000,10,17,0,1
1020,Carlo Fidani,63,2000,14,49,0,1
1020,Abhay Firodia,73,2000,7,44,0,1
1020,Alfred Gantner,49,2000,10,70,0,1
1020,Geng Jianming,55,2000,14,26,0,1
1020,Mitchell Goldhar,56,2000,14,49,0,1
1020,Hortensia Herrero,67,2000,17,38,1,0
1020,Michael Hintze,64,2000,10,65,0,1
1020,Igor Kesaev,51,2000,17,35,0,1
1020,Koon Poh Keong,56,2000,12,8,0,1
1020,Hermann Langness,65,2000,16,62,0,1
1020,Li Zhongchu,54,2000,8,26,0,1
1020,Alexander Mamut,58,2000,10,35,0,1
1020,Joao Roberto Marinho,64,2000,5,17,0,1
1020,"Drayton McLane, Jr.",81,2000,17,20,0,1
1020,Patrice Motsepe,56,2000,0,31,0,1
1020,Alfred Oetker,51,2000,17,62,0,1
1020,August Oetker,73,2000,17,62,0,1
1020,Carl Ferdinand Oetker,45,2000,17,62,0,1
1020,Christian Oetker,69,2000,17,62,0,1
1020,Julia Oetker,39,2000,17,62,1,0
1020,Richard Oetker,67,2000,17,62,0,1
1020,Daniel Pritzker,58,2000,11,20,0,1
1020,John Pritzker,65,2000,10,20,0,1
1020,Nevaldo Rocha,88,2000,17,17,0,1
1020,Luigi Rovati,89,2000,1,48,0,1
1020,Ferit Faik Sahenk,53,2000,13,13,0,1
1020,Rosely Schweizer,77,2000,17,62,1,0
1020,Eric Smidt,58,2000,17,20,0,1
1020,Alexander Spanos,94,2000,9,20,0,1
1020,Leena Tewari,60,2000,1,44,1,0
1020,Tong Jinquan,63,2000,14,26,0,1
1020,Peter Unger,73,2000,7,62,0,1
1020,Sunny Varkey,60,2000,11,44,0,1
1020,Urs Wietlisbach,56,2000,10,70,0,1
1020,Michael Ying,68,2000,17,1,0,1
1020,Yu Minhong,56,2000,11,26,0,1
1070,Eva Maria Bucher-Haefner,61,2000,8,70,1,0
1070,Chen Hua,52,2000,14,26,0,1
1070,Gustavo Denegri,82,2000,1,48,0,1
1070,Dermot Desmond,67,2000,10,2,0,1
1070,Murali Divi,66,2000,1,44,0,1
1070,Thomas Flohr,48,2000,6,70,0,1
1070,Bernard Fraisse,61,2000,1,36,0,1
1070,Harsh Goenka,60,2000,13,44,0,1
1070,David Gottesman,91,2000,10,20,0,1
1070,Bill Haslam,59,2000,17,20,0,1
1070,Hu Baifan,55,2000,1,26,0,1
1070,W. Herbert Hunt,89,2000,2,20,0,1
1070,Alijan Ibragimov,64,2000,0,9,0,1
1070,Bradley Jacobs,61,2000,6,20,0,1
1070,Brad Kelley,61,2000,14,20,0,1
1070,Vinod Khosla,63,2000,8,20,0,1
1070,Stephen Lansdown,65,2000,10,14,0,1
1070,Martin Lau,44,2000,8,1,0,1
1070,Lee Joong-Keun,77,2000,3,53,0,1
1070,Lin Li,54,2000,10,26,0,1
1070,Kenneth Lo,79,2000,10,3,0,1
1070,Alexander Machkevich,64,2000,0,30,0,1
1070,Clayton Mathile,77,2000,16,20,0,1
1070,Stanley Perron,95,2000,14,65,0,1
1070,J. Joe Ricketts,76,2000,10,20,0,1
1070,Dirk Rossmann,71,2000,17,62,0,1
1070,Filiz Sahenk,51,2000,13,13,1,0
1070,Dan Snyder,53,2000,9,20,0,1
1070,Peter Spuhler,58,2000,12,70,0,1
1070,Tang Yiu,83,2000,17,1,0,1
1070,John Tyson,64,2000,16,20,0,1
1070,Wong Man Li,53,2000,12,1,0,1
1103,Lia Maria Aguiar,80,2000,10,17,1,0
1103,Aziz Akhannouch,57,2000,13,25,0,1
1103,Ron Baron,74,2000,10,20,0,1
1103,Shyam & Hari Bhartia,65,2000,13,44,0,1
1103,Timothy Boyle,68,2000,17,20,0,1
1103,Tatiana Casiraghi,34,2000,16,33,1,0
1103,"Chase Coleman, III.",42,2000,10,20,0,1
1103,Mark Coombs,57,2000,10,3,0,1
1103,James Coulter,58,2000,10,20,0,1
1103,Dulce Pugliese de Godoy Bueno,70,2000,1,17,1,0
1103,Ana Lucia de Mattos Barretto Villela,44,2000,10,17,1,0
1103,"Frank Fertitta, III.",56,2000,9,20,0,1
1103,Lorenzo Fertitta,49,2000,9,20,0,1
1103,Maria Franca Fissolo,83,2000,16,48,1,0
1103,Alexander Frolov,53,2000,0,35,0,1
1103,"Ernest Garcia, II.",60,2000,7,20,0,1
1103,Alexandre Grendene Bartelle,68,2000,17,17,0,1
1103,Vinod & Anil Rai Gupta,72,2000,12,44,1,0
1103,Torstein Hagen,75,2000,11,67,0,1
1103,He Qiaonv,52,2000,11,26,1,0
1103,Hans-Werner Hector,78,2000,8,62,0,1
1103,Stanley Hubbard,84,2000,5,20,0,1
1103,Ke Xiping,57,2000,13,26,0,1
1103,Suna Kirac,76,2000,13,13,1,0
1103,Kong Jian Min,50,2000,14,26,0,1
1103,Koo Bon-Moo,73,2000,13,53,0,1
1103,Heikki Kyostila,72,2000,1,10,0,1
1103,Thomas Lee,73,2000,10,20,0,1
1103,Eric Lefkofsky,48,2000,8,20,0,1
1103,Peter Lim,64,2000,10,69,0,1
1103,Tomas Olivo Lopez,44,2000,14,38,0,1
1103,Phillip T. (Terry) Ragon,68,2000,8,20,0,1
1103,Stewart Rahr,72,2000,1,20,0,1
1103,T. Denny Sanford,82,2000,10,20,0,1
1103,"Julio Mario Santo Domingo, III.",32,2000,16,20,0,1
1103,"Karl Scheufele, III.",79,2000,17,70,0,1
1103,Shen Guojun,55,2000,17,26,0,1
1103,Alain Taravella,70,2000,14,36,0,1
1103,Oleg Tinkov,50,2000,10,35,0,1
1103,Tung Chee Hwa,80,2000,6,1,0,1
1103,Ted Turner,79,2000,5,20,0,1
1103,Sunil Vaswani,54,2000,13,3,0,1
1103,Jitendra Virwani,52,2000,14,44,0,1
1103,Lang Walker,72,2000,14,65,0,1
1103,Wu Zhigang,83,2000,16,26,0,1
1103,Xiao Wenge,51,2000,5,26,0,1
1103,Xiong Xuqiang,61,2000,14,1,0,1
1103,Takao Yasuda,68,2000,17,27,0,1
1103,William Young,77,2000,12,20,0,1
1103,Zhang Xiugen,57,2000,7,26,0,1
1157,Leslie Alexander,74,2000,9,20,0,1
1157,Patricia Angelini Rossi,63,2000,13,4,1,0
1157,Josef Boquoi,84,2000,16,62,0,1
1157,Nikolai Buinov,50,2000,2,35,0,1
1157,Richard Chandler,59,2000,10,71,0,1
1157,Cheng Xue,48,2000,16,26,1,0
1157,Patokh Chodiev,65,2000,0,21,0,1
1157,Choo Chong Ngen,64,2000,14,69,0,1
1157,Todd Christopher,55,2000,17,20,0,1
1157,John de Mol,62,2000,5,56,0,1
1157,Bob Gaglardi,77,2000,14,49,0,1
1157,Gordon Getty,84,2000,2,20,0,1
1157,Philippe Ginestet,64,2000,17,36,0,1
1157,Sanjiv Goenka,57,2000,13,44,0,1
1157,Alec Gores,64,2000,10,20,0,1
1157,David Hains,87,2000,10,65,0,1
