Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
766.0,Donald Trump,71.0,"television, real estate",Real Estate,Male,North America,United States,DC,District of Columbia,3.1,"President, United States"
766.0,Romesh T. Wadhwani,70.0,software,Technology,Male,North America,United States,CA,California,3.1,"Founder and Chairman, Symphony Technology Group"
766.0,Wang Jian,64.0,healthcare services,Technology,Male,Asia,China,,,3.1,
791.0,Clifford Asness,51.0,Investment Management,Finance and Investments,Male,North America,United States,CT,Connecticut,3.0,AQR Capital Management
791.0,Anne Beaufour,54.0,pharmaceuticals,Healthcare,Female,Europe,France,,,3.0,
791.0,Henri Beaufour,52.0,pharmaceuticals,Healthcare,Male,Europe,France,,,3.0,
791.0,Tom Benson,90.0,New Orleans Saints,Sports,Male,North America,United States,LA,Louisiana,3.0,
791.0,Jim Breyer,56.0,venture capital,Technology,Male,North America,United States,CA,California,3.0,"Founder, CEO, Breyer Capital"
791.0,Alejandro Bulgheroni,73.0,oil & gas,Energy,Male,South America,Argentina,,,3.0,
791.0,Hasmukh Chudgar,84.0,pharmaceuticals,Healthcare,Male,Asia,India,,,3.0,
791.0,Ennio Doris,77.0,financial services,Finance and Investments,Male,Europe,Italy,,,3.0,
791.0,Luis Frias,54.0,mobile payments,Technology,Male,South America,Brazil,,,3.0,
791.0,Valentin Gapontsev,79.0,lasers,Manufacturing,Male,North America,United States,MA,Massachusetts,3.0,
791.0,Martin Haefner,64.0,"software, investments",Technology,Male,Europe,Switzerland,,,3.0,
791.0,Christopher Hohn,51.0,Hedge funds,Finance and Investments,Male,Europe,United Kingdom,,,3.0,"Founder, The Children's Investment Fund Management"
791.0,Johnelle Hunt,86.0,trucking,Logistics,Female,North America,United States,AR,Arkansas,3.0,
791.0,Rakesh Jhunjhunwala,57.0,investments,Finance and Investments,Male,Asia,India,,,3.0,
791.0,Lu Xiangyang,55.0,"automobiles, batteries",Automotive,Male,Asia,China,,,3.0,
791.0,John Middleton,63.0,tobacco,Food and Beverage,Male,North America,United States,PA,Pennsylvania,3.0,
791.0,Kazuo Okada,75.0,casinos,Gambling & Casinos,Male,Asia,Japan,,,3.0,
791.0,Jorge Perez,68.0,real estate,Real Estate,Male,North America,United States,FL,Florida,3.0,
791.0,Prasert Prasarttong-Osoth,84.0,hospitals,Healthcare,Male,Asia,Thailand,,,3.0,
791.0,Jean (Gigi) Pritzker,55.0,"hotels, investments",Service,Female,North America,United States,IL,Illinois,3.0,
791.0,Mochtar Riady,88.0,diversified,Diversified,Male,Asia,Indonesia,,,3.0,
791.0,Arkady Rotenberg,66.0,"construction, pipes, banking",Construction & Engineering,Male,Asia,Russia,,,3.0,
791.0,Michael Rubin,45.0,online retail,Fashion & Retail,Male,North America,United States,PA,Pennsylvania,3.0,"CEO, Kynetic"
791.0,Robert Sands,59.0,Food & Beverage,Food and Beverage,Male,North America,United States,NY,New York,3.0,
791.0,Herbert Simon,83.0,real estate,Real Estate,Male,North America,United States,IN,Indiana,3.0,"Chairman Emeritus of the Board of Simon Property Group, Inc., Simon Property Group"
791.0,Robert Toennies,39.0,meat processing,Food and Beverage,Male,Europe,Germany,,,3.0,
791.0,Manuel Villar,68.0,real estate,Real Estate,Male,Asia,Philippines,,,3.0,
791.0,Don Vultaggio,66.0,AriZona Beverages,Food and Beverage,Male,North America,United States,NY,New York,3.0,
791.0,Wang Zhenhua,56.0,real estate,Real Estate,Male,Asia,China,,,3.0,
791.0,Wu Kaiting,48.0,electronics,Telecom,Male,Asia,Hong Kong,,,3.0,
791.0,Simon Xie,48.0,online payment service,Technology,Male,Asia,China,,,3.0,
822.0,Chuck Bundrant,76.0,fishing,Food and Beverage,Male,North America,United States,WA,Washington,2.9,
822.0,Cai Dongchen,65.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.9,
822.0,Jose and Francisco Jose Calderon Rojas,,beverages,Food and Beverage,Male,North America,Mexico,,,2.9,
822.0,Jason Chang,73.0,electronics,Technology,Male,Asia,Singapore,,,2.9,
822.0,Smita Crishna-Godrej,67.0,consumer goods,Diversified,Female,Asia,India,,,2.9,
822.0,Ding Shizhong,47.0,sports apparel,Fashion & Retail,Male,Asia,China,,,2.9,
822.0,Feng Hailiang,57.0,"copper, education",Metals & Mining,Male,Asia,China,,,2.9,
822.0,Gerald Ford,73.0,banking,Finance and Investments,Male,North America,United States,TX,Texas,2.9,"Managing Member, Ford Financial Fund"
822.0,Philippe Foriel-Destezet,82.0,employment agency,Service,Male,Europe,France,,,2.9,
822.0,Adi Godrej,75.0,consumer goods,Diversified,Male,Asia,India,,,2.9,
822.0,Jamshyd Godrej,69.0,consumer goods,Diversified,Male,Asia,India,,,2.9,
822.0,Nadir Godrej,67.0,consumer goods,Diversified,Male,Asia,India,,,2.9,
822.0,Joseph Grendys,56.0,poultry processing,Food and Beverage,Male,North America,United States,IL,Illinois,2.9,
822.0,Hedda im Brahm-Droege,63.0,consulting,Service,Female,Europe,Germany,,,2.9,
822.0,Ke Zunhong,63.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.9,
822.0,Randal Kirk,64.0,pharmaceuticals,Healthcare,Male,North America,United States,FL,Florida,2.9,
822.0,Alicia Koplowitz,64.0,"construction, investments",Finance and Investments,Female,Europe,Spain,,,2.9,
822.0,Kwek Leng Beng,77.0,real estate,Real Estate,Male,Asia,Singapore,,,2.9,
822.0,Louis Le Duff,71.0,bakeries,Food and Beverage,Male,Europe,France,,,2.9,
822.0,Yusaku Maezawa,42.0,online retail,Technology,Male,Asia,Japan,,,2.9,
822.0,Sergio Mantegazza,90.0,travel,Service,Male,Europe,Switzerland,,,2.9,
822.0,Hans Melchers,79.0,"chemicals, investments",Finance and Investments,Male,Europe,Netherlands,,,2.9,
822.0,Erwin Franz Mueller,85.0,drugstores,Fashion & Retail,Male,Europe,Germany,,,2.9,
822.0,Rishad Naoroji,66.0,consumer goods,Diversified,Male,Asia,India,,,2.9,
822.0,Husnu Ozyegin,73.0,"finance, diversified",Finance and Investments,Male,Europe,Turkey,,,2.9,
822.0,Prajogo Pangestu,73.0,petrochemicals,Diversified,Male,Asia,Indonesia,,,2.9,
822.0,Jeff Rothschild,63.0,Facebook,Technology,Male,North America,United States,CA,California,2.9,"Advisor, Facebook"
822.0,Thomas Siebel,65.0,business software,Technology,Male,North America,United States,CA,California,2.9,
822.0,Paul Singer,73.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,2.9,"Founder, Elliott Management"
822.0,Ralph Sonnenberg,83.0,blinds,Manufacturing,Male,Europe,Netherlands,,,2.9,"Chairman and CEO, Hunter Douglas N.V."
822.0,Jon Stryker,59.0,medical equipment,Healthcare,Male,North America,United States,NY,New York,2.9,
822.0,Georg Stumpf,45.0,"real estate, construction",Diversified,Male,Europe,Austria,,,2.9,
822.0,Tsai Hong-tu,65.0,finance,Finance and Investments,Male,Asia,Taiwan,,,2.9,
822.0,Vincent Viola,62.0,electronic trading,Finance and Investments,Male,North America,United States,NY,New York,2.9,
822.0,Radovan Vitek,46.0,real estate,Real Estate,Male,Europe,Czech Republic,,,2.9,
822.0,Wang Laichun,50.0,electronics components,Technology,Female,Asia,China,,,2.9,
822.0,Wang Laisheng,53.0,electronics components,Technology,Male,Asia,China,,,2.9,
859.0,Carlos Ardila Lülle,87.0,"soft drinks, diversified",Food and Beverage,Male,South America,Colombia,,,2.8,
859.0,"William Conway, Jr.",68.0,private equity,Finance and Investments,Male,North America,United States,VA,Virginia,2.8,"Co-Chief Executive Officer and Co-founder, Carlyle Group"
859.0,Daniel D'Aniello,71.0,private equity,Finance and Investments,Male,North America,United States,VA,Virginia,2.8,
859.0,Jim Davis,57.0,staffing & recruiting,Service,Male,North America,United States,MD,Maryland,2.8,
859.0,Ding Shijia,54.0,sportswear,Fashion & Retail,Male,Asia,China,,,2.8,
859.0,"John Dorrance, III.",74.0,Campbell Soup,Food and Beverage,Male,Europe,Ireland,,,2.8,
859.0,Doris Fisher,86.0,Gap,Fashion & Retail,Female,North America,United States,CA,California,2.8,"Cofounder, Gap"
859.0,John Fisher,56.0,Gap,Fashion & Retail,Male,North America,United States,CA,California,2.8,"President, Pisces, Inc."
859.0,Caroline Hagen Kjos,34.0,conglomerate,Diversified,Female,Europe,Norway,,,2.8,
859.0,Kieu Hoang,73.0,medical products,Healthcare,Male,North America,United States,CA,California,2.8,
859.0,Huang Shih Tsai,66.0,real estate,Real Estate,Male,Asia,Hong Kong,,,2.8,
859.0,H. Wayne Huizenga,80.0,investments,Finance and Investments,Male,North America,United States,FL,Florida,2.8,
859.0,Osman Kibar,46.0,biotech,Healthcare,Male,North America,United States,CA,California,2.8,"Founder, CEO, Samumed"
859.0,Aloke Lohia,59.0,petrochemicals,Manufacturing,Male,Asia,India,,,2.8,
859.0,Taha Mikati,73.0,telecom,Telecom,Male,Asia,Lebanon,,,2.8,
859.0,Philip Niarchos,64.0,art collection,Diversified,Male,Europe,Greece,,,2.8,
859.0,Stefan Olsson,69.0,diversified,Diversified,Male,Europe,Sweden,,,2.8,
859.0,Sebastian Piñera,68.0,investments,Finance and Investments,Male,South America,Chile,,,2.8,"President, Chile"
859.0,Penny Pritzker,58.0,"hotels, investments",Finance and Investments,Female,North America,United States,IL,Illinois,2.8,
859.0,Nicolas Puech,75.0,Hermes,Fashion & Retail,Male,Europe,France,,,2.8,
859.0,Chandru Raheja,77.0,real estate,Real Estate,Male,Asia,India,,,2.8,
859.0,David Rubenstein,68.0,private equity,Finance and Investments,Male,North America,United States,MD,Maryland,2.8,"Co-Chief Executive Officer and Co-founder, Carlyle Group"
859.0,Shi Yuzhu,55.0,"online games, investments",Diversified,Male,Asia,China,,,2.8,
859.0,Zygmunt Solorz-Zak,61.0,TV broadcasting,Media & Entertainment,Male,Europe,Poland,,,2.8,
859.0,Tung Chee Chen,76.0,shipping,Logistics,Male,Asia,Hong Kong,,,2.8,
859.0,Mark Walter,57.0,finance,Finance and Investments,Male,North America,United States,IL,Illinois,2.8,"CEO, Guggenheim Partners LLC"
859.0,"William Wrigley, Jr.",54.0,chewing gum,Food and Beverage,Male,North America,United States,FL,Florida,2.8,"Chairman and CEO, Wrigley Management, Inc."
859.0,Mortimer Zuckerman,80.0,"real estate, media",Real Estate,Male,North America,United States,NY,New York,2.8,"Chairman and CEO, Boston Properties"
887.0,Mohed Altrad,70.0,"scaffolding, cement mixers",Construction & Engineering,Male,Europe,France,,,2.7,
887.0,Anil Ambani,58.0,diversified,Diversified,Male,Asia,India,,,2.7,
887.0,Roberto Angelini Rossi,69.0,"forestry, mining",Diversified,Male,South America,Chile,,,2.7,
887.0,Saeed Bin Butti Al Qebaisi,,"hospitals, investments",Diversified,Male,Asia,United Arab Emirates,,,2.7,
887.0,Pierre Chen,60.0,"art, electronics",Diversified,Male,Asia,Taiwan,,,2.7,
887.0,Ray Davis,76.0,pipelines,Energy,Male,North America,United States,TX,Texas,2.7,
887.0,"Edward DeBartolo, Jr.",71.0,shopping centers,Real Estate,Male,North America,United States,FL,Florida,2.7,
887.0,Bennett Dorrance,72.0,Campbell Soup,Food and Beverage,Male,North America,United States,AZ,Arizona,2.7,
887.0,Eduardo Eurnekian,85.0,"airports, investments",Diversified,Male,South America,Argentina,,,2.7,
887.0,Piero Ferrari,72.0,automobiles,Automotive,Male,Europe,Italy,,,2.7,
887.0,Fiona Geminder,53.0,manufacturing,Manufacturing,Female,Oceania,Australia,,,2.7,
887.0,Gu Yuhua,68.0,furniture,Manufacturing,Male,Asia,China,,,2.7,
887.0,Don Hankey,74.0,auto loans,Finance and Investments,Male,North America,United States,CA,California,2.7,"Chairman, Hankey Group"
887.0,Reed Hastings,57.0,Netflix,Media & Entertainment,Male,North America,United States,CA,California,2.7,
887.0,Huang Wei,58.0,real estate,Real Estate,Male,Asia,China,,,2.7,
887.0,James Irsay,58.0,Indianapolis Colts,Sports,Male,North America,United States,IN,Indiana,2.7,"CEO, Indianapolis Colts"
887.0,Kim Beom-Su,51.0,online services,Technology,Male,Asia,South Korea,,,2.7,"Chairman, Kakao"
887.0,Mustafa Kucuk,54.0,fashion retail,Fashion & Retail,Male,Europe,Turkey,,,2.7,
887.0,Mohamed Mansour,70.0,diversified,Diversified,Male,Africa,Egypt,,,2.7,
887.0,Najib Mikati,62.0,telecom,Telecom,Male,Asia,Lebanon,,,2.7,
887.0,Ermirio Pereira de Moraes,85.0,diversified,Diversified,Male,South America,Brazil,,,2.7,
887.0,Bob Parsons,67.0,web hosting,Technology,Male,North America,United States,AZ,Arizona,2.7,
887.0,Krit Ratanarak,71.0,"media, real estate",Media & Entertainment,Male,Asia,Thailand,,,2.7,
887.0,Helena Revoredo,71.0,security services,Service,Female,Europe,Spain,,,2.7,
887.0,Phillip Ruffin,82.0,"casinos, real estate",Diversified,Male,North America,United States,NV,Nevada,2.7,
887.0,Howard Schultz,64.0,Starbucks,Food and Beverage,Male,North America,United States,WA,Washington,2.7,"Chairman and CEO, Starbucks"
887.0,E. Joe Shoen,68.0,U-Haul,Automotive,Male,North America,United States,AZ,Arizona,2.7,
887.0,Thomas Straumann,54.0,dental implants,Healthcare,Male,Europe,Switzerland,,,2.7,
887.0,Lawrence Stroll,58.0,fashion investments,Fashion & Retail,Male,North America,Canada,,,2.7,
887.0,Andrew Tan,65.0,diversified,Diversified,Male,Asia,Philippines,,,2.7,
887.0,Tsai Cheng-da,,finance,Finance and Investments,Male,Asia,Taiwan,,,2.7,
887.0,Frank VanderSloot,69.0,nutrition and wellness products,Fashion & Retail,Male,North America,United States,ID,Idaho,2.7,
887.0,Sandro Veronesi,58.0,fashion,Fashion & Retail,Male,Europe,Italy,,,2.7,
887.0,Ty Warner,73.0,"real estate, plush toys",Real Estate,Male,North America,United States,IL,Illinois,2.7,
887.0,Oprah Winfrey,64.0,TV shows,Media & Entertainment,Female,North America,United States,CA,California,2.7,
887.0,Zhang Wenzhong,56.0,Retail,Fashion & Retail,Male,Asia,China,,,2.7,
887.0,Zuo Hui,47.0,real estate services,Real Estate,Male,Asia,China,,,2.7,
924.0,Juan Abello,76.0,investments,Finance and Investments,Male,Europe,Spain,,,2.6,
924.0,Semahat Sevim Arsel,89.0,diversified,Diversified,Female,Europe,Turkey,,,2.6,
924.0,Bang Jun-Hyuk,49.0,online gaming,Technology,Male,Asia,South Korea,,,2.6,
924.0,Koos Bekker,65.0,"media, investments",Media & Entertainment,Male,Africa,South Africa,,,2.6,
924.0,David Bonderman,75.0,private equity,Finance and Investments,Male,North America,United States,TX,Texas,2.6,
924.0,Francesco Gaetano Caltagirone,74.0,"cement, diversified",Construction & Engineering,Male,Europe,Italy,,,2.6,
924.0,John Caudwell,65.0,mobile phones,Telecom,Male,Europe,United Kingdom,,,2.6,
924.0,Chen Fashu,57.0,investments,Finance and Investments,Male,Asia,China,,,2.6,
924.0,Chung Eui-Sun,47.0,logistics,Logistics,Male,Asia,South Korea,,,2.6,Hyundai Motor
924.0,Isabel dos Santos,44.0,investments,Finance and Investments,Female,,Angola,,,2.6,
924.0,Fong Yun Wah,93.0,real estate,Real Estate,Male,Asia,Hong Kong,,,2.6,
924.0,Phillip Frost,81.0,pharmaceuticals,Healthcare,Male,North America,United States,FL,Florida,2.6,
924.0,Lutz Mario Helmig,71.0,hospitals,Healthcare,Male,Europe,Germany,,,2.6,
924.0,B. Wayne Hughes,84.0,self storage,Service,Male,North America,United States,KY,Kentucky,2.6,
924.0,Daniel Kretinsky,42.0,energy generation,Energy,Male,Europe,Czech Republic,,,2.6,
924.0,Raj Kumar & Kishin RK,63.0,real estate,Real Estate,Male,Asia,Singapore,,,2.6,
924.0,Lam Kong,53.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.6,
924.0,Lau Cho Kun,82.0,"palm oil, property",Diversified,Male,Asia,Malaysia,,,2.6,
924.0,"Stephen Mandel, Jr.",61.0,hedge funds,Finance and Investments,Male,North America,United States,CT,Connecticut,2.6,"Founder, Lone Pine Capital"
924.0,Gilles Martin,54.0,laboratory services,Healthcare,Male,Europe,France,,,2.6,
924.0,Daniel Mate,54.0,"mining, commodities",Metals & Mining,Male,Europe,Spain,,,2.6,
924.0,Robert Miller,72.0,electronics components,Technology,Male,North America,Canada,,,2.6,"President and CEO, Future Electronics"
924.0,Jorge Moll Filho,73.0,hospitals,Healthcare,Male,South America,Brazil,,,2.6,
924.0,Maria Helena Moraes Scripilliti,87.0,diversified,Diversified,Female,South America,Brazil,,,2.6,
924.0,Sean Parker,38.0,Facebook,Technology,Male,North America,United States,CA,California,2.6,
924.0,Jay Paul,70.0,real estate,Real Estate,Male,North America,United States,CA,California,2.6,
924.0,Patrick Ryan,80.0,insurance,Finance and Investments,Male,North America,United States,IL,Illinois,2.6,"Chairman and CEO, Ryan Specialty Group"
924.0,Thomas Secunda,63.0,Bloomberg LP,Media & Entertainment,Male,North America,United States,NY,New York,2.6,
924.0,Shen Wenrong,72.0,steel production,Metals & Mining,Male,Asia,China,,,2.6,
924.0,Shen Yuxing,59.0,real estate,Real Estate,Male,Asia,China,,,2.6,
924.0,Gil Shwed,50.0,software,Technology,Male,Asia,Israel,,,2.6,
924.0,Song Zuowen,70.0,"aluminum, diversified",Diversified,Male,Asia,China,,,2.6,
924.0,Warren Stephens,61.0,investment banking,Finance and Investments,Male,North America,United States,AR,Arkansas,2.6,
924.0,Glen Taylor,76.0,printing,Service,Male,North America,United States,MN,Minnesota,2.6,
924.0,Hanni Toosbuy Kasprzak,60.0,shoes,Fashion & Retail,Female,Europe,Denmark,,,2.6,
924.0,Torbjorn Tornqvist,64.0,oil trading,Energy,Male,Europe,Sweden,,,2.6,
924.0,Bulat Utemuratov,60.0,"mining, banking, hotels",Metals & Mining,Male,Asia,Kazakhstan,,,2.6,
924.0,Chip Wilson,61.0,Lululemon,Fashion & Retail,Male,North America,Canada,,,2.6,"Chairman, Lululemon Athletica"
924.0,Jerry Yang,49.0,Yahoo,Technology,Male,North America,United States,CA,California,2.6,"Cofounder, Yahoo!"
924.0,Zhang Fan,52.0,touch screens,Technology,Male,Asia,China,,,2.6,
924.0,Zhu Xingliang,58.0,construction,Construction & Engineering,Male,Asia,China,,,2.6,
965.0,Ramon Ang,64.0,Diversified,Food and Beverage,Male,Asia,Philippines,,,2.5,
965.0,Edward Bass,72.0,"oil, investments",Energy,Male,North America,United States,TX,Texas,2.5,
965.0,Lee Bass,61.0,"oil, investments",Energy,Male,North America,United States,TX,Texas,2.5,
965.0,Bert Beveridge,56.0,vodka,Food and Beverage,Male,North America,United States,TX,Texas,2.5,
965.0,George Bishop,80.0,oil & gas,Energy,Male,North America,United States,TX,Texas,2.5,
965.0,Jaime Botin,81.0,banking,Finance and Investments,Male,Europe,Spain,,,2.5,
965.0,Norman Braman,85.0,"art, car dealerships",Automotive,Male,North America,United States,FL,Florida,2.5,
965.0,Chin Jong Hwa,59.0,auto parts,Automotive,Male,Asia,Taiwan,,,2.5,
965.0,Cho Tak Wong,71.0,auto parts,Manufacturing,Male,Asia,Hong Kong,,,2.5,
965.0,John Coates,48.0,online gambling,Gambling & Casinos,Male,Europe,United Kingdom,,,2.5,
965.0,Du Jiangtao,48.0,chemicals,Manufacturing,Male,Asia,China,,,2.5,
965.0,Aloysio de Andrade Faria,97.0,banking,Finance and Investments,Male,South America,Brazil,,,2.5,
965.0,Kenneth Feld,69.0,"circus, live entertainment",Media & Entertainment,Male,North America,United States,FL,Florida,2.5,"Chairman, Feld Entertainment"
965.0,Luca Garavoglia,49.0,spirits,Food and Beverage,Male,Europe,Italy,,,2.5,
965.0,Noam Gottesman,56.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,2.5,"Chief Executive Officer, TOMS Capital"
965.0,Jonathan Gray,48.0,investments,Finance and Investments,Male,North America,United States,NY,New York,2.5,
