rank,personName,age,finalWorth,category,country,gender_F,gender_M
1096,Xie Weitong,65,2800,14,52,0,1
1096,Xu Chuanhua & family,87,2800,3,34,0,1
1096,Ye Xiaoping,59,2800,7,34,0,1
1096,Weiguo Zhao,55,2800,2,34,0,1
1163,Ben Ashkenazy,52,2700,12,49,0,1
1163,Bill Austin,80,2700,3,49,0,1
1163,Pavel Baudis,61,2700,2,28,0,1
1163,Yvonne Bauer,45,2700,1,66,1,0
1163,Giuliana Benetton,84,2700,15,22,1,0
1163,Luciano Benetton,86,2700,15,22,0,1
1163,Aneel Bhusri,56,2700,2,49,0,1
1163,George Bishop,84,2700,13,49,0,1
1163,Vivek Chand Burman,84,2700,10,56,0,1
1163,Morris Chang,90,2700,2,63,0,1
1163,Jinxia Chen,54,2700,0,34,1,0
1163,Cho Jung-ho,63,2700,0,64,0,1
1163,Jack Cockwell,81,2700,0,25,0,1
1163,"Edward DeBartolo, Jr.",75,2700,12,49,0,1
1163,Abilio dos Santos Diniz,85,2700,15,23,0,1
1163,"John Dorrance, III.",78,2700,10,8,0,1
1163,Hailiang Feng,61,2700,14,34,0,1
1163,Xingjiang Gao,58,2700,3,34,0,1
1163,Carlos Hank Rhon,74,2700,4,32,0,1
1163,Vivek Jain,66,2700,3,56,0,1
1163,Brad Kelley,65,2700,12,49,0,1
1163,Alicia Koplowitz,68,2700,0,53,1,0
1163,Li Li,56,2700,7,34,0,1
1163,C. Dean Metropoulos,75,2700,10,49,0,1
1163,Dan Olsson,75,2700,4,37,0,1
1163,Tor Peterson,57,2700,14,24,0,1
1163,John Pritzker,68,2700,0,49,0,1
1163,Hussain Sajwani,69,2700,12,18,0,1
1163,Tseng Cheng,60,2700,3,63,0,1
1163,Jerry Yang,53,2700,2,49,0,1
1163,Takao Yasuda,72,2700,15,52,0,1
1163,Yu Qibing & family,56,2700,3,34,0,1
1163,Zhang Xuezheng,46,2700,2,34,0,1
1196,Isak Andic & family,68,2600,15,53,0,1
1196,Harindarpal Banga,71,2600,0,17,0,1
1196,Anne Beaufour,58,2600,7,35,1,0
1196,Henri Beaufour,56,2600,7,35,0,1
1196,Sanjeev Bikhchandani,58,2600,2,56,0,1
1196,Norman Braman,89,2600,6,49,0,1
1196,J. Hyatt Brown,84,2600,0,49,0,1
1196,Chen Lip Keong,74,2600,11,39,0,1
1196,Jim Coulter,62,2600,0,49,0,1
1196,Federico De Nora,54,2600,3,22,0,1
1196,Dong Wei,51,2600,7,34,0,1
1196,Sandeep Engineer,60,2600,3,56,0,1
1196,Alceu Elias Feldmann,72,2600,13,23,0,1
1196,"Frank Fertitta, III.",60,2600,9,49,0,1
1196,Lorenzo Fertitta,53,2600,9,49,0,1
1196,Doris Fisher,90,2600,15,49,1,0
1196,Alec Gores,69,2600,0,49,0,1
1196,Rajinder Gupta,63,2600,3,56,0,1
1196,Igor Kesaev,55,2600,15,59,0,1
1196,Raj Kumar & Kishin RK,67,2600,12,52,0,1
1196,Li Hongxin & family,69,2600,3,34,0,1
1196,Liu Fangyi,52,2600,7,34,0,1
1196,Lu Zhongfang,79,2600,6,34,1,0
1196,Nirmal Minda,64,2600,6,56,0,1
1196,Farhad Moshiri,66,2600,4,30,0,1
1196,Hans Georg Naeder,60,2600,3,66,0,1
1196,Eren Ozmen,63,2600,3,49,1,0
1196,Ronald Perelman,79,2600,0,49,0,1
1196,Ravi Pillai,68,2600,16,18,0,1
1196,Daniel Pritzker,62,2600,0,49,0,1
1196,Matthias Reinhart,62,2600,0,24,0,1
1196,Alejandro Santo Domingo,45,2600,10,49,0,1
1196,Vivek Chaand Sehgal,65,2600,6,56,0,1
1196,Kavitark Ram Shriram,65,2600,2,49,0,1
1196,Hans Sy,66,2600,4,47,0,1
1196,Herbert Sy,65,2600,4,47,0,1
1196,Tahir & family,70,2600,4,7,0,1
1196,Wang Linpeng,53,2600,16,34,0,1
1196,David Wertheim,64,2600,10,11,0,1
1196,Oprah Winfrey,68,2600,1,49,1,0
1196,Xingming Zhu,55,2600,3,34,0,1
1238,Suhail Bahwan,83,2500,4,0,0,1
1238,David Baszucki,59,2500,1,49,0,1
1238,Thor Bjorgolfsson,55,2500,4,35,0,1
1238,Charles Bronfman,90,2500,10,25,0,1
1238,Chen Tei-fu,73,2500,15,49,0,1
1238,Leon G. Cooperman,78,2500,0,49,0,1
1238,Smita Crishna-Godrej,71,2500,4,56,1,0
1238,Jacques D'Amours,65,2500,15,25,0,1
1238,Maria Del Pino,66,2500,16,53,1,0
1238,Gerald Ford,77,2500,0,49,0,1
1238,Adi Godrej,80,2500,4,56,0,1
1238,Jamshyd Godrej,73,2500,4,56,0,1
1238,Nadir Godrej,71,2500,4,56,0,1
1238,Sanjiv Goenka,61,2500,4,56,0,1
1238,Stein Erik Hagen,65,2500,15,31,0,1
1238,Donald Horton & family,72,2500,12,49,0,1
1238,Hu Yangzhong,57,2500,2,34,0,1
1238,Baba Kalyani,73,2500,16,56,0,1
1238,Stephen Lansdown,69,2500,0,5,0,1
1238,Mark Leonard & family,65,2500,2,25,0,1
1238,William Li,47,2500,6,34,0,1
1238,K.C. Liu,68,2500,2,63,0,1
1238,Liu Xiaodong,54,2500,3,34,0,1
1238,Aloke Lohia,63,2500,3,13,0,1
1238,Mohamed Mansour,74,2500,4,40,0,1
1238,Kishore Mariwala,87,2500,10,56,0,1
1238,Jed McCaleb,47,2500,0,49,0,1
1238,Enhua Mi,64,2500,15,34,0,1
1238,Willy Michel,75,2500,7,24,0,1
1238,Lachhman Das Mittal,91,2500,6,56,0,1
1238,Ravi Modi,45,2500,15,56,0,1
1238,Charles Munger,98,2500,0,49,0,1
1238,Rishad Naoroji,70,2500,4,56,0,1
1238,Yongpei Ni & family,70,2500,10,34,0,1
1238,Fatih Ozmen,64,2500,3,49,0,1
1238,Qiu Minxiu,76,2500,2,34,1,0
1238,Stewart Rahr,76,2500,7,49,0,1
1238,Prathap Reddy,90,2500,7,56,0,1
1238,Chad Richison,51,2500,2,49,0,1
1238,Suh Kyung-bae,59,2500,15,64,0,1
1238,Glen Taylor,80,2500,8,49,0,1
1238,Nadia Thiele,46,2500,0,66,1,0
1238,Wang Minwen,58,2500,2,34,0,1
1238,Huijiao Yu,56,2500,5,34,0,1
1238,Zhang Ning & family,48,2500,3,34,1,0
1238,Zhao Tao,56,2500,7,34,0,1
1238,Hongyi Zhou,51,2500,2,34,0,1
1292,Rajendra Agarwal,63,2400,7,56,0,1
1292,George Argyros & family,85,2400,12,49,0,1
1292,Edward Bass,76,2400,13,49,0,1
1292,Banwari Lal Bawri,69,2400,7,56,0,1
1292,Girdhari Lal Bawri,74,2400,7,56,0,1
1292,Chao Teng-hsiung,77,2400,12,63,0,1
1292,Zhisong Chen,56,2400,2,34,0,1
1292,Chey Tae-won,61,2400,17,64,0,1
1292,Choo Chong Ngen,68,2400,12,52,0,1
1292,John Coates,52,2400,11,35,0,1
1292,Alexandra Daitch,59,2400,10,49,1,0
1292,Chetan Dube,56,2400,2,49,0,1
1292,Daniel Ek,39,2400,2,37,0,1
1292,John Fisher,60,2400,15,49,0,1
1292,Bernard Fraisse & family,65,2400,7,71,0,1
1292,William Franke,84,2400,4,49,0,1
1292,Caroline Hagen Kjos,38,2400,4,24,1,0
1292,Lam Kong,57,2400,7,17,0,1
1292,Hans Langer,70,2400,3,66,0,1
1292,Joe Lau,32,2400,2,49,0,1
1292,Kevin David Lehmann,19,2400,15,66,0,1
1292,Liang Qin & family,50,2400,2,34,1,0
1292,Peter Lim,68,2400,0,52,0,1
1292,Sarah MacMillan,68,2400,10,49,1,0
1292,Kalanithi Maran,56,2400,1,56,0,1
1292,Lirio Parisotto,68,2400,0,23,0,1
1292,Rajan Raheja & family,67,2400,4,56,0,1
1292,Alberto Roemmers,95,2400,7,4,0,1
1292,Rodney Sacks,72,2400,10,49,0,1
1292,Ferit Faik Sahenk,58,2400,4,38,0,1
1292,Hilton Schlosberg,69,2400,10,49,0,1
1292,Alberto Siccardi & family,77,2400,7,24,0,1
1292,Salil Singhal,74,2400,3,56,0,1
1292,Lucy Stitzer,62,2400,10,49,1,0
1292,Otto Toto Sugiri,68,2400,2,7,0,1
1292,Harley Sy,62,2400,4,47,0,1
1292,Teresita Sy-Coson,71,2400,4,47,1,0
1292,Katsumi Tada,76,2400,12,9,0,1
1292,Tang Yiu,88,2400,15,17,0,1
1292,Jeff Tangney,49,2400,7,49,0,1
1292,Lottie Tham & family,72,2400,15,37,1,0
1292,T.Y. Tsai,69,2400,0,63,0,1
1292,Timur Turlov,34,2400,0,21,0,1
1292,Hamdi Ulukaya,49,2400,10,49,0,1
1292,Peter Unger,77,2400,6,66,0,1
1292,Nikil Viswanathan,34,2400,2,49,0,1
1292,Anthony Wood,56,2400,2,49,0,1
1292,Zhang Hongwei,67,2400,4,34,0,1
1292,Zhang Li,69,2400,12,34,0,1
1341,Houshan Bai,58,2300,13,34,0,1
1341,Alex Beard,54,2300,14,35,0,1
1341,Koos Bekker,69,2300,1,10,0,1
1341,William Boyd & family,90,2300,11,49,0,1
1341,Timothy Boyle,72,2300,15,49,0,1
1341,Anand Burman,69,2300,10,56,0,1
1341,Richard Chandler,63,2300,0,52,0,1
1341,R.G. Chandramogan,73,2300,10,56,0,1
1341,Cho Young-sik,60,2300,7,64,0,1
1341,Chu Lam Yiu,52,2300,3,17,1,0
1341,Kommer Damen,78,2300,3,33,0,1
1341,Henry Davis,71,2300,10,49,0,1
1341,Ray Davis,80,2300,13,49,0,1
1341,Stephen Feinberg,62,2300,0,49,0,1
1341,Kenneth Feld & family,73,2300,1,49,0,1
1341,Alexander Frolov,57,2300,14,59,0,1
1341,Mario Germano Giuliani,50,2300,7,30,0,1
1341,Serge Godin,72,2300,2,25,0,1
1341,Noam Gottesman,60,2300,0,49,0,1
1341,Yusuf Hamied,85,2300,7,56,0,1
1341,Bill Haslam,63,2300,15,49,0,1
1341,Hans-Werner Hector,82,2300,2,66,0,1
1341,Ho Hung Anh,51,2300,0,42,0,1
1341,Douglas Hsu,79,2300,4,63,0,1
1341,Erman Ilicak,54,2300,16,38,0,1
1341,Zhaobai Jiang,58,2300,12,34,0,1
1341,Osman Kibar,51,2300,7,49,0,1
1341,Adam Kwok,39,2300,12,17,0,1
1341,Frank Laukien,62,2300,3,49,0,1
1341,Louis Le Duff,75,2300,10,71,0,1
1341,Solomon Lew,77,2300,15,54,0,1
1341,Liang Rubo,39,2300,2,34,0,1
1341,Liang Zhaoxian,57,2300,3,34,0,1
1341,Prayudh Mahagitsiri,76,2300,10,13,0,1
1341,Clayton Mathile,81,2300,10,49,0,1
1341,Erwin Franz Mueller,89,2300,15,66,0,1
1341,David Murdock,98,2300,10,49,0,1
1341,Rubens Ometto Silveira Mello,72,2300,13,23,0,1
1341,Erik Paulsson & family,80,2300,12,37,0,1
1341,Heloise Pratt,59,2300,3,54,1,0
1341,Qiu Jianping & family,60,2300,3,34,0,1
1341,Dirk Rossmann & family,75,2300,15,66,0,1
1341,Stephan Schmidheiny,74,2300,0,24,0,1
1341,Wenrong Shen,76,2300,14,34,0,1
1341,Guangxin Sun,59,2300,4,34,0,1
1341,Mengquan Sun & family,72,2300,10,34,0,1
1341,Thomas Tull,51,2300,1,49,0,1
1341,Ted Turner,83,2300,1,49,0,1
1341,David Walentas,83,2300,12,49,0,1
1341,Yingming Wu,55,2300,13,34,0,1
1341,Yingzhuo Xu,54,2300,10,34,0,1
1341,Christoph Zeller,64,2300,7,12,0,1
1341,Zhang Wanzhen,72,2300,3,34,0,1
1341,Xiaojuan Zhang,52,2300,5,34,1,0
1397,Michael Ashcroft,76,2200,0,15,0,1
1397,Alex Atallah,30,2200,2,49,0,1
1397,Brett Blundy,62,2200,15,57,0,1
1397,Chris Britt,49,2200,0,49,0,1
1397,Cen Junda,57,2200,7,34,0,1
1397,Yadu Hari Dalmia & family,74,2200,3,56,0,1
1397,Zhenggang Dou,68,2200,4,34,0,1
1397,Weimin Du,58,2200,7,34,0,1
1397,Devin Finzer,31,2200,2,49,0,1
1397,Robert Friedland,71,2200,14,52,0,1
1397,Phillip Frost,85,2200,7,49,0,1
1397,Jeffrey Gundlach,63,2200,0,49,0,1
1397,John Hancock,46,2200,14,35,0,1
1397,Georg Haub,60,2200,15,66,0,1
1397,Hortensia Herrero,71,2200,15,53,1,0
1397,"B. Wayne Hughes, Jr.",61,2200,12,49,0,1
1397,Bruce Karsh,66,2200,0,49,0,1
1397,Shlomo Kramer,56,2200,2,11,0,1
1397,Jonathan Kwok,30,2200,12,17,0,1
1397,Christian Latouche,81,2200,0,71,0,1
1397,Martin Lau,49,2200,2,17,0,1
1397,Li Wa,56,2200,12,34,0,1
1397,Liang Xinjun,54,2200,4,34,0,1
1397,Lin Chang Su-O,81,2200,12,63,1,0
1397,Lin Fanlian,60,2200,13,34,0,1
1397,Lin Lairong & family,53,2200,14,34,0,1
1397,Daniel Lubetzky,53,2200,10,49,0,1
1397,Howard Marks,75,2200,0,49,0,1
1397,Craig McCaw,72,2200,17,49,0,1
1397,Vincent McMahon,76,2200,9,49,0,1
1397,Mu Rongjun,42,2200,2,34,0,1
1397,Jonathan Nelson,65,2200,0,49,0,1
1397,Bianca Rinehart,45,2200,14,54,1,0
1397,Ginia Rinehart,35,2200,14,54,1,0
1397,Filiz Sahenk,55,2200,4,38,1,0
1397,S.D. Shibulal,67,2200,2,56,0,1
1397,Alexander Svetakov,54,2200,0,59,0,1
1397,Jeffrey Talpins,47,2200,0,49,0,1
1397,Ming Tian,68,2200,2,34,0,1
1397,Arvind Tiku,52,2200,13,52,0,1
1397,Torsten Toeller,55,2200,15,66,0,1
1397,Riaz Valani,45,2200,0,49,0,1
1397,Pieter van der Does,52,2200,2,33,0,1
1397,Lang Walker,76,2200,12,54,0,1
1397,Hope Welker,36,2200,14,49,1,0
1397,Xie Bingkun & family,55,2200,15,34,0,1
1397,William Young,81,2200,3,49,0,1
1397,Zhou Jian,45,2200,13,34,0,1
1445,Mohamed Al Fayed,93,2100,15,35,0,1
1445,Faisal Bin Qassim Al Thani,74,2100,4,41,0,1
1445,Masaaki Arai,56,2100,12,9,0,1
1445,Tatyana Bakalchuk,46,2100,15,59,1,0
1445,Lee Bass,65,2100,13,49,0,1
1445,Alberto Bombassei,81,2100,6,22,0,1
1445,Jim Breyer,60,2100,2,49,0,1
1445,Ron Burkle,69,2100,0,35,0,1
1445,Chen Huwen,51,2100,3,34,0,1
1445,Chen Huxiong,51,2100,3,34,0,1
1445,Chen Xuehua,61,2100,14,34,0,1
1445,Bruce Cheng,86,2100,2,63,0,1
1445,Ryan Cohen,36,2100,0,49,0,1
1445,Dermot Desmond,71,2100,0,8,0,1
1445,Fred Ehrsam,33,2100,0,49,0,1
1445,John Elkann,46,2100,0,22,0,1
1445,Bob Ell,77,2100,12,54,0,1
1445,Fang Xiaoliang & family,63,2100,7,34,0,1
1445,Lindsay Fox,84,2100,5,54,0,1
1445,Gary Friedman,64,2100,15,49,0,1
1445,Gordon Getty,88,2100,13,49,0,1
1445,Dennis Gillings,77,2100,7,49,0,1
1445,Harsh Goenka,64,2100,4,56,0,1
1445,David Hains,91,2100,0,54,0,1
1445,Bahaa Hariri,55,2100,12,24,0,1
1445,Shmuel Harlap,77,2100,6,11,0,1
1445,Gerry Harvey,82,2100,15,54,0,1
1445,Reid Hoffman,54,2100,2,49,0,1
1445,Hou Juncheng,57,2100,7,34,0,1
1445,Thomas James,79,2100,0,49,0,1
1445,Eiichi Kuriwada,75,2100,5,9,0,1
1445,Kwek Leng Kee,67,2100,4,52,0,1
1445,Lai Shixian,47,2100,15,34,0,1
1445,Lau Cho Kun,86,2100,4,20,0,1
1445,Lee Hae-jin,54,2100,2,64,0,1
1445,Harald Link,67,2100,4,13,0,1
1445,Liu Xiucai & family,65,2100,3,34,0,1
1445,Yangyong Luo & family,46,2100,14,34,0,1
1445,Igor Makarov,60,2100,13,49,0,1
1445,Alexander Mamut,62,2100,0,11,0,1
1445,David Mindus,50,2100,12,37,0,1
1445,Yuji Otsuka,68,2100,2,9,0,1
1445,Clive Palmer,68,2100,14,54,0,1
1445,Ajay Parekh,64,2100,3,56,0,1
1445,Narendrakumar Parekh,83,2100,3,56,0,1
1445,Xiangdong Qi,51,2100,2,34,0,1
1445,Jianhua Ren,65,2100,3,34,0,1
1445,Alice Schwartz,95,2100,7,49,1,0
1445,Peter Sondakh,72,2100,0,7,0,1
1445,Song Fei,55,2100,3,34,0,1
1445,Timothy Springer,74,2100,7,49,0,1
1445,Suyu Su & family,73,2100,12,34,1,0
1445,Elizabeth Sy,69,2100,4,47,1,0
1445,Sukanto Tanoto,72,2100,4,52,0,1
1445,Jayshree Ullal,61,2100,2,49,1,0
1445,Sunny Varkey,64,2100,8,18,0,1
1445,Jitendra Virwani,56,2100,12,56,0,1
1445,Wang Ren-sheng,90,2100,15,34,0,1
1445,Wang Wenmo,65,2100,15,34,0,1
1445,Thomas Wu,72,2100,0,63,0,1
1445,Wu Ying,57,2100,3,34,0,1
1445,Amy Wyss,51,2100,7,49,1,0
1445,Xiang Guangming & family,58,2100,3,34,0,1
1445,Xu Shugen,56,2100,3,34,0,1
1445,Steven Meng Yang & family,39,2100,2,34,0,1
1445,Clayton Zekelman,53,2100,3,25,0,1
1445,Hongfei Zhao,47,2100,2,34,0,1
1513,S. Daniel Abraham,97,2000,10,49,0,1
1513,Aziz Akhannouch & family,61,2000,4,60,0,1
1513,Andrey Andreev,48,2000,2,35,0,1
1513,Ramon Ang,68,2000,10,47,0,1
1513,Guilherme Benchimol,45,2000,0,23,0,1
1513,Julio Bozano,86,2000,0,23,0,1
1513,Ryan Breslow,27,2000,2,49,0,1
1513,Cao Jianwei,43,2000,3,34,0,1
1513,Herb Chambers,80,2000,6,49,0,1
1513,Daniel Chiu,61,2000,13,17,0,1
1513,Tim Cook,61,2000,2,49,0,1
1513,Brunello Cucinelli & family,68,2000,15,22,0,1
1513,Georgi Domuschiev,49,2000,4,35,0,1
1513,Kiril Domuschiev,52,2000,4,35,0,1
1513,Glenn Dubin,64,2000,0,49,0,1
1513,James Duff,61,2000,4,49,0,1
1513,Thomas Duff,65,2000,4,49,0,1
1513,Robert Duggan,77,2000,7,49,0,1
1513,Maria Franca Fissolo,87,2000,10,30,1,0
1513,Fu Mingkang & family,59,2000,3,34,0,1
1513,Jay Hennick,65,2000,0,25,0,1
1513,Orion Hindawi,42,2000,2,49,0,1
1513,Ji Qi,55,2000,12,34,0,1
1513,Kim Chang-soo,61,2000,15,64,0,1
1513,Vyacheslav Kim,52,2000,0,21,0,1
1513,Kuan Kam Hon & family,74,2000,3,20,0,1
1513,Egor Kulkov,50,2000,7,24,0,1
1513,Josh Kushner,36,2000,0,49,0,1
1513,Henry Laufer,76,2000,0,49,0,1
1513,Thomas Lee,78,2000,0,49,0,1
1513,Michael Lee-Chin,71,2000,0,25,0,1
1513,Li Xuhui,53,2000,10,34,1,0
1513,Lim Kok Thay,70,2000,11,20,0,1
1513,Joao Roberto Marinho,68,2000,1,23,0,1
1513,Jose Roberto Marinho,66,2000,1,23,0,1
1513,Roberto Irineu Marinho,74,2000,1,23,0,1
1513,Jim McKelvey,56,2000,2,49,0,1
1513,Robert Miller,88,2000,15,17,0,1
1513,David Nahmad,74,2000,15,49,0,1
1513,Florentino Perez,75,2000,16,53,0,1
1513,Jennifer Pritzker,71,2000,0,49,1,0
1513,Linda Pritzker,68,2000,8,49,1,0
1513,P.V. Ramprasad Reddy,64,2000,7,56,0,1
1513,"Joe Rogers, Jr.",75,2000,10,49,0,1
1513,Ruan Shuilong & family,86,2000,3,34,0,1
1513,Phil Ruffin,87,2000,4,49,0,1
1513,Vinod Saraf,69,2000,3,56,0,1
1513,Maria-Elisabeth Schaeffler-Thumann,80,2000,6,66,1,0
1513,Genhuo Shao,56,2000,10,34,0,1
1513,Shen Xiqiang & family,74,2000,13,34,0,1
1513,Shi Wen-long,94,2000,3,63,0,1
1513,Thaksin Shinawatra,72,2000,0,18,0,1
1513,Alexander Skorobogatko,54,2000,5,59,0,1
1513,Sylvia Stroeher,66,2000,15,66,1,0
1513,Wichai Thongtang,75,2000,0,13,0,1
1513,Todd Wagner,61,2000,1,49,0,1
1513,Wang Jianguo,62,2000,15,34,0,1
1513,Shuifu Wang,67,2000,3,34,0,1
1513,Wenbiao Wang,65,2000,3,34,0,1
1513,Kanye West,44,2000,15,49,0,1
1513,Evan Williams,50,2000,2,49,0,1
1513,Zhongyi Wu,48,2000,2,34,0,1
1513,Zhihan Xu,49,2000,2,34,0,1
1513,Yan Zhi,49,2000,12,34,0,1
1513,Michael Ying,72,2000,15,17,0,1
1513,Yuan Liping,51,2000,7,34,1,0
1579,Anu Aga,79,1900,16,56,1,0
1579,Joy Alukkas,65,1900,15,56,0,1
1579,Sezai Bacaksiz,72,1900,4,38,0,1
1579,Baokun Bai,52,1900,3,34,0,1
1579,Acharya Balkrishna,49,1900,10,56,0,1
1579,Kiki Barki,82,1900,13,7,0,1
1579,John Bloor,78,1900,4,35,0,1
1579,Nicola Bulgari,81,1900,15,22,0,1
1579,Alejandro Bulgheroni,77,1900,13,27,0,1
1579,Fernando Chico Pardo,70,1900,8,32,0,1
1579,Jose Luis Cutrale,75,1900,10,23,0,1
1579,D. Leopoldo Del Pino,59,1900,16,53,0,1
1579,James Dinan,62,1900,0,49,0,1
1579,Francois Feuillet & family,73,1900,6,71,0,1
1579,Guangming Fu & family,68,1900,10,34,0,1
1579,Mario Gabelli,80,1900,0,49,0,1
1579,Reinold Geiger,74,1900,15,24,0,1
1579,He Zhenggang,68,1900,3,34,0,1
1579,Roberto Hernandez Ramirez,80,1900,0,32,0,1
1579,Hoi Kin Hong,69,1900,12,34,0,1
1579,Huang Qiaoling,63,1900,1,34,0,1
1579,Willis Johnson,74,1900,6,49,0,1
1579,Keeree Kanjanapas,71,1900,12,13,0,1
1579,Kim Dae-il,42,1900,2,64,0,1
1579,Kim Hyoung-nyon,46,1900,0,64,0,1
1579,Andrei Kozitsyn,61,1900,14,59,0,1
1579,Thomas Kwok,70,1900,12,17,0,1
1579,Lei Jufang,69,1900,7,34,1,0
1579,David Lichtenstein,60,1900,12,49,0,1
1579,Lin Dingqiang & family,55,1900,12,34,0,1
1579,Mikhail Lomtadze,46,1900,0,21,0,1
1579,Yusaku Maezawa,46,1900,2,9,0,1
1579,Katarina Martinson,40,1900,4,37,1,0
1579,Shouliang Miao,67,1900,12,34,0,1
1579,Romano Minozzi,87,1900,4,22,0,1
1579,Pedro Moreira Salles,62,1900,4,23,0,1
1579,Alexander Nesis,59,1900,0,59,0,1
1579,Nguyen Dang Quang,58,1900,10,42,0,1
1579,Oei Hong Leong,74,1900,0,52,0,1
1579,Nihat Ozdemir,72,1900,4,38,0,1
1579,Gretel Packer,56,1900,1,54,1,0
1579,Benjamin Zhengmin Pan & family,52,1900,2,34,0,1
1579,Victor Pinchuk,61,1900,14,26,0,1
1579,Alexander Ponomarenko,57,1900,5,59,0,1
1579,Qi Jinxing,60,1900,12,34,0,1
1579,Larry Robbins,52,1900,0,49,0,1
1579,Dwight Schar,80,1900,16,49,0,1
1579,Shi Yifeng,48,1900,7,34,0,1
1579,Sun Hongjun,48,1900,2,34,0,1
1579,Anand Surana,51,1900,7,56,0,1
1579,Dilip Surana,56,1900,7,56,0,1
1579,Djoko Susanto,72,1900,15,7,0,1
1579,Sze Man Bok,72,1900,3,34,0,1
1579,Alain Taravella,74,1900,12,71,0,1
1579,Martin Viessmann,68,1900,3,66,0,1
1579,Georg von Opel,55,1900,0,35,0,1
1579,Changtian Wang,56,1900,1,34,0,1
1579,Wang Chaobin,66,1900,12,34,0,1
1579,Wang Chou-hsiong,81,1900,3,63,0,1
1579,Wang Xiaoshen,53,1900,3,34,0,1
1579,Wei Yin-Heng,63,1900,10,34,0,1
1579,Xue Xiangdong & family,63,1900,2,34,0,1
1579,Yuan Fugen & family,71,1900,3,34,0,1
1579,David Zalik,48,1900,2,49,0,1
1645,Leslie Alexander,78,1800,9,49,0,1
1645,Igor Altushkin,51,1800,14,59,0,1
1645,Roberto Angelini Rossi,73,1800,4,3,0,1
1645,Nigel Austin,51,1800,15,54,0,1
1645,Bang Jun-hyuk,53,1800,1,64,0,1
1645,O. Francis Biondi,57,1800,0,49,0,1
1645,Chang Byung-gyu,48,1800,2,64,0,1
1645,Chen Gang,54,1800,13,34,0,1
1645,Liying Chen,46,1800,5,34,1,0
1645,Chen Xueli,70,1800,7,34,0,1
1645,Chi Yufeng,51,1800,2,34,0,1
1645,Mark Coombs,61,1800,0,35,0,1
1645,Tench Coxe,64,1800,0,49,0,1
1645,John de Mol,67,1800,1,33,0,1
1645,Alfredo Egydio Arruda Villela Filho,52,1800,0,23,0,1
1645,Ibrahim Erdemoglu,59,1800,3,38,0,1
1645,Paul Foster,64,1800,13,49,0,1
1645,James France,77,1800,9,49,0,1
1645,Yasuhiro Fukushima,74,1800,1,9,0,1
1645,Zhongru Gan,73,1800,7,34,0,1
1645,Rahul Gautam,69,1800,15,56,0,1
1645,Ali Ghodsi,43,1800,2,49,0,1
1645,Giammaria Giuliani,44,1800,7,24,0,1
1645,Christopher Goldsbury,79,1800,10,49,0,1
1645,Alexandre Grendene Bartelle,72,1800,15,23,0,1
1645,Surjit Kumar Gupta,80,1800,3,56,0,1
1645,Brian Higgins,57,1800,0,49,0,1
1645,David Hindawi,77,1800,2,49,0,1
1645,Chengzhong Hu,61,1800,3,34,0,1
1645,Huang Min,48,1800,3,34,0,1
1645,Stanley Hubbard,88,1800,1,49,0,1
1645,Hui Lin Chit,68,1800,3,34,0,1
1645,Hal Jackman,89,1800,0,25,0,1
1645,Stephen Jarislowsky,96,1800,0,25,0,1
1645,George Joseph,100,1800,0,49,0,1
1645,Kim Kardashian,41,1800,15,49,1,0
1645,Dominika Kulczyk,44,1800,0,65,1,0
1645,Edward Lampert,59,1800,0,49,0,1
1645,Marc Lasry,61,1800,0,49,0,1
1645,Michiel Le Roux,72,1800,0,10,0,1
1645,Peter Leibinger,55,1800,3,66,0,1
1645,Regine Leibinger,59,1800,3,66,1,0
1645,Nicola Leibinger-Kammueller,62,1800,3,66,1,0
1645,Wolfgang Leitner,69,1800,16,69,0,1
1645,Liu Zhongtian & family,58,1800,3,34,0,1
1645,Bill Malhotra,72,1800,12,25,0,1
1645,George Marcus,80,1800,12,49,0,1
1645,Yves-Loic Martin,56,1800,7,71,0,1
1645,Gary Michelson,73,1800,7,49,0,1
1645,Robert G. Miller,76,1800,2,25,0,1
1645,Fernando Roberto Moreira Salles,75,1800,4,23,0,1
1645,Joao Moreira Salles,60,1800,4,23,0,1
1645,Walther Moreira Salles Junior,65,1800,0,23,0,1
1645,Zugen Ni,65,1800,3,34,0,1
1645,Liora Ofer,68,1800,0,11,1,0
1645,Mrudula Parekh,74,1800,3,56,1,0
1645,David Paul,55,1800,7,49,0,1
1645,Pierre Karl Péladeau,60,1800,1,25,0,1
1645,Miranda Qu,37,1800,15,34,1,0
1645,Phillip T. (Terry) Ragon,72,1800,2,49,0,1
1645,G. Rajendran,79,1800,15,56,0,1
1645,Krit Ratanarak,75,1800,1,13,0,1
1645,Jerry Reinsdorf,86,1800,9,49,0,1
1645,Mochtar Riady & family,92,1800,4,7,0,1
1645,Rajju Shroff,88,1800,3,56,0,1
1645,Frank Slootman,63,1800,2,49,0,1
1645,Henry Swieca,64,1800,0,49,0,1
1645,Yuequn Tao,62,1800,15,34,0,1
1645,Robert Toennies,43,1800,10,66,0,1
1645,Torbjorn Tornqvist,68,1800,13,24,0,1
1645,Zhenghua Wang,77,1800,8,34,0,1
1645,Charlotte Colket Weber,79,1800,10,49,1,0
1645,Wu Lanlan & family,48,1800,3,34,1,0
