rank,personName,age,finalWorth,category,country,gender_F,gender_M
579,"Robert Rich, Jr.",81,4900,10,49,0,1
579,Thomas Schmidheiny,76,4900,16,24,0,1
579,Alexandra Schoerghuber & family,63,4900,12,66,1,0
579,Erik Selin,54,4900,12,37,0,1
579,Daniel Tsai,65,4900,0,63,0,1
586,Dona Bertarelli,54,4800,7,24,1,0
586,Andrei Guriev & family,62,4800,3,59,0,1
586,Luciano Hang,59,4800,15,23,0,1
586,Hu Baifan,59,4800,7,34,0,1
586,Bidzina Ivanishvili,66,4800,0,67,0,1
586,Leng Youbin,53,4800,10,34,0,1
586,Theo Mueller,82,4800,10,24,0,1
586,"Julian Robertson, Jr.",89,4800,0,49,0,1
586,Marc Rowan,59,4800,0,49,0,1
586,Emanuele (Lino) Saputo & family,85,4800,10,25,0,1
586,Jeff Skoll,57,4800,2,49,0,1
586,Frank Wang,41,4800,2,34,0,1
586,Wang Junlin,59,4800,10,34,0,1
586,Yang Shaopeng,64,4800,5,34,0,1
601,Maria Fernanda Amorim & family,87,4700,4,58,1,0
601,Leonid Boguslavsky,70,4700,0,22,0,1
601,Richard Branson,71,4700,4,14,0,1
601,Robert Brockman,80,4700,2,49,0,1
601,Pierre Chen,65,4700,2,63,0,1
601,Chu Mang Yee & family,62,4700,12,34,0,1
601,Scott Cook,69,4700,2,49,0,1
601,Mark Cuban,63,4700,1,49,0,1
601,Guenther Fielmann & family,82,4700,7,66,0,1
601,Martin Haefner,68,4700,2,24,0,1
601,Johnelle Hunt,90,4700,5,49,1,0
601,"Andre Koo, Sr.",54,4700,0,63,0,1
601,Lai Meisong,51,4700,5,34,0,1
601,Richard Li,55,4700,17,17,0,1
601,Mangal Prabhat Lodha,66,4700,12,56,0,1
601,Igor Olenicoff,79,4700,12,49,0,1
601,Mark Shoen,71,4700,6,49,0,1
601,Andrei Skoch & family,56,4700,14,59,0,1
601,Fred Smith,77,4700,5,49,0,1
601,Murat Ulker,63,4700,10,38,0,1
601,Yu Yong,61,4700,0,34,0,1
622,Stéphane Bancel,49,4600,7,49,0,1
622,Bubba Cathy,67,4600,10,49,0,1
622,Dan Cathy,69,4600,10,49,0,1
622,Trudy Cathy White,66,4600,10,49,1,0
622,Jason Chang,77,4600,2,63,0,1
622,Dagmar Dolby & family,80,4600,2,49,1,0
622,Bruce Flatt,56,4600,0,35,0,1
622,Masatoshi Ito,97,4600,15,9,0,1
622,Viatcheslav Kantor,68,4600,3,35,0,1
622,Min Kao & family,73,4600,2,49,0,1
622,Lin Xiucheng & family,66,4600,2,34,0,1
622,Sami Mnaymneh,60,4600,0,49,0,1
622,Tony Tamer,64,4600,0,49,0,1
622,Richard White,67,4600,2,54,0,1
622,Baoguo Zhu & family,59,4600,7,34,0,1
637,Michael Ashley,57,4500,15,35,0,1
637,Ron Baron,78,4500,0,49,0,1
637,Bert Beveridge,60,4500,10,49,0,1
637,Todd Boehly,48,4500,0,49,0,1
637,David Bonderman,79,4500,0,49,0,1
637,Guo Guangchang,55,4500,4,34,0,1
637,Daryl Katz,60,4500,4,25,0,1
637,Ted Lerner & family,96,4500,12,49,0,1
637,Falguni Nayar,59,4500,15,56,1,0
637,Trevor Rees-Jones,70,4500,13,49,0,1
637,J. Joe Ricketts & family,80,4500,0,49,0,1
637,Robert Rowling,68,4500,8,49,0,1
637,Mark Stevens,62,4500,0,49,0,1
637,Gustav Magnar Witzoe,28,4500,10,31,0,1
637,Xie Liangzhi & family,56,4500,7,34,0,1
637,Yeung Kin-man,58,4500,3,17,0,1
654,Andrej Babis,67,4400,10,28,0,1
654,Giuseppe De'Longhi & family,82,4400,15,22,0,1
654,Barry Diller,80,4400,1,49,0,1
654,Christian Haub,57,4400,15,66,0,1
654,Huang Li,58,4400,2,34,0,1
654,Marian Ilitch,89,4400,10,49,1,0
654,Suleiman Kerimov & family,56,4400,0,59,0,1
654,Edwin Leong,70,4400,12,17,0,1
654,Lu Yiwen,35,4400,15,34,1,0
654,N.R. Narayana Murthy,75,4400,2,56,0,1
654,Yang Jianliang & family,52,4400,3,34,0,1
665,Pyotr Aven,67,4300,0,59,0,1
665,Joesley Batista,50,4300,10,23,0,1
665,Wesley Batista,49,4300,10,23,0,1
665,Margot Birmingham Perot,88,4300,2,49,1,0
665,Rick Caruso,63,4300,12,49,0,1
665,Jim Davis,62,4300,8,49,0,1
665,Walter P.J. Droege,69,4300,0,66,0,1
665,Dan Friedkin,57,4300,6,49,0,1
665,Gao Dekang & family,70,4300,15,34,0,1
665,Antti Herlin,65,4300,3,61,0,1
665,W. Herbert Hunt,93,4300,13,49,0,1
665,Jason Jiang,49,4300,1,34,0,1
665,"Rupert Johnson, Jr.",81,4300,0,49,0,1
665,Vikram Lal & family,80,4300,6,56,0,1
665,Chris Larsen,61,4300,0,49,0,1
665,Richard Schulze,81,4300,15,49,0,1
665,Paul Singer,77,4300,0,49,0,1
665,Barry Sternlicht,61,4300,0,49,0,1
665,Su Hua,40,4300,1,34,0,1
665,Mark Walter,61,4300,0,49,0,1
665,Ty Warner,77,4300,12,49,0,1
687,Rinat Akhmetov,55,4200,14,26,0,1
687,Bernard Broermann,78,4200,7,66,0,1
687,Mong-Koo Chung,84,4200,6,64,0,1
687,Daniel D'Aniello,75,4200,0,49,0,1
687,Traudl Engelhorn & family,95,4200,7,24,1,0
687,Piero Ferrari,76,4200,6,22,0,1
687,Carlo Fidani,67,4200,12,25,0,1
687,Yakir Gabay,55,4200,12,35,0,1
687,Jaime Gilinski Bacal,64,4200,0,35,0,1
687,Bertil Hult,81,4200,8,24,0,1
687,Martha Ingram & family,86,4200,1,49,1,0
687,Lee Yin Yee,70,4200,3,17,0,1
687,Daniel Loeb,60,4200,0,49,0,1
687,Janice McNair,85,4200,9,49,1,0
687,Ajay Piramal,66,4200,7,56,0,1
687,Lynsi Snyder,39,4200,10,49,1,0
687,Peter Spuhler,62,4200,3,24,0,1
687,Kerry Stokes,81,4200,4,54,0,1
687,Jon Stryker,63,4200,7,49,0,1
687,Vincent Viola,66,4200,0,49,0,1
687,Romesh T. Wadhwani,74,4200,2,49,0,1
709,Juan Domingo Beckmann Legorreta & family,54,4100,10,32,0,1
709,Rafael Del Pino,63,4100,16,53,0,1
709,Sergey Dmitriev,56,4100,2,28,0,1
709,Senapathy Gopalakrishnan,67,4100,2,56,0,1
709,James Irving,94,4100,4,25,0,1
709,Lee Boo-jin,51,4100,8,64,1,0
709,Samuel Tak Lee,82,4100,12,17,0,1
709,Thai Lee,63,4100,2,49,1,0
709,Eric Lefkofsky,52,4100,2,49,0,1
709,Weiguo Li,57,4100,3,34,0,1
709,Ermirio Pereira de Moraes & family,89,4100,4,23,0,1
709,Maria Helena Moraes Scripilliti & family,91,4100,4,23,1,0
709,Thomas Secunda,67,4100,1,49,0,1
709,Shaul Shani,67,4100,17,22,0,1
709,E. Joe Shoen,72,4100,6,49,0,1
709,Steven Udvar-Hazy,76,4100,8,49,0,1
709,Russ Weiner,51,4100,10,49,0,1
709,Guanjiang Wu & family,53,4100,7,34,0,1
728,Anil Agarwal & family,68,4000,14,35,0,1
728,Somphote Ahunai,54,4000,13,13,0,1
728,Patrizio Bertelli,76,4000,15,22,0,1
728,Rakesh Gangwal,68,4000,8,49,0,1
728,Paul Gauselmann & family,87,4000,11,66,0,1
728,Hao Hong,66,4000,7,34,0,1
728,He Xiaopeng,44,4000,6,34,0,1
728,Michael Herz,78,4000,15,66,0,1
728,Wolfgang Herz,71,4000,15,66,0,1
728,Arthur Irving,92,4000,13,25,0,1
728,Victor Jacobsson,40,4000,0,37,0,1
728,Marc Ladreit de Lacharriere,81,4000,0,71,0,1
728,Patrick Lee,80,4000,3,17,0,1
728,Max Lytvyn,42,4000,2,49,0,1
728,Gilles Martin,58,4000,7,71,0,1
728,Ramzi Musallam,53,4000,0,49,0,1
728,Georg Nemetschek & family,88,4000,2,66,0,1
728,Akio Nitori,78,4000,15,9,0,1
728,Daniel Och,61,4000,0,49,0,1
728,Pankaj Patel,69,4000,7,56,0,1
728,John Paulson,66,4000,0,49,0,1
728,Miuccia Prada,72,4000,15,22,1,0
728,Jean (Gigi) Pritzker,59,4000,8,49,1,0
728,Juan Roig,72,4000,15,53,0,1
728,David Rubenstein,72,4000,0,49,0,1
728,Howard Schultz,68,4000,10,49,0,1
728,Alex Shevchenko,42,4000,2,25,0,1
728,Dan Snyder,57,4000,9,49,0,1
728,Jerzy Starak,74,4000,7,65,0,1
728,Kelcy Warren,66,4000,13,49,0,1
728,Herbert Wertheim,82,4000,0,49,0,1
728,Cameron Winklevoss,40,4000,0,49,0,1
728,Tyler Winklevoss,40,4000,0,49,0,1
728,Denise York & family,71,4000,9,49,1,0
728,Zhao Lixin,56,4000,2,34,0,1
764,Hubert Burda,82,3900,1,66,0,1
764,Francesco Gaetano Caltagirone,79,3900,16,22,0,1
764,Li Xiang,40,3900,6,34,0,1
764,"Stephen Mandel, Jr.",66,3900,0,49,0,1
764,Gabe Newell,59,3900,11,49,0,1
764,Maja Oeri,67,3900,7,24,1,0
764,Neil Shen,54,3900,0,34,0,1
764,Helmut Sohmen,82,3900,5,17,0,1
764,Donald Sterling,87,3900,12,49,0,1
764,Don Vultaggio & family,70,3900,10,49,0,1
764,Yiling Wu,72,3900,7,34,0,1
764,Gongshan Zhu,64,3900,3,34,0,1
778,Gayle Benson,75,3800,9,49,1,0
778,"William Conway, Jr.",72,3800,0,49,0,1
778,Gurbachan Singh Dhingra,71,3800,3,56,0,1
778,Kuldip Singh Dhingra,74,3800,3,56,0,1
778,Luca Garavoglia,53,3800,10,22,0,1
778,Jimmy Haslam,68,3800,15,49,0,1
778,Susan Carol Holland,65,3800,3,22,1,0
778,Timur Kulibaev,55,3800,0,21,0,1
778,Dinara Kulibaeva,54,3800,0,21,1,0
778,Michel Leclercq & family,82,3800,15,71,0,1
778,Pablo Legorreta,58,3800,0,49,0,1
778,Margarita Louis-Dreyfus & family,59,3800,10,24,1,0
778,Michael Milken,75,3800,0,49,0,1
778,Denis O'Brien,63,3800,17,8,0,1
778,Katharina Otto-Bernstein,58,3800,12,49,1,0
778,James Packer,54,3800,11,49,0,1
778,Sergio Stevanato & family,79,3800,7,22,0,1
778,Leena Tewari,64,3800,7,56,1,0
778,Yitzhak Tshuva,73,3800,12,11,0,1
778,Paul-Heinz Wesjohann & family,78,3800,10,66,0,1
778,Zeng Fangqin,56,3800,2,34,1,0
778,Zhou Bajin,86,3800,3,34,0,1
801,William Berkley,75,3700,0,49,0,1
801,John Catsimatidis,73,3700,13,49,0,1
801,Che Jianxing,55,3700,15,34,0,1
801,Gustavo Denegri,85,3700,7,22,0,1
801,Charles Edelstenne,84,3700,3,71,0,1
801,Reed Hastings,61,3700,1,49,0,1
801,"Amos Hostetter, Jr.",85,3700,1,49,0,1
801,Brad Jacobs,65,3700,5,49,0,1
801,Friedrich Knapp,70,3700,15,66,0,1
801,William Lauder,61,3700,15,49,0,1
801,Richard LeFrak & family,76,3700,12,49,0,1
801,Li Guoqiang,58,3700,6,34,0,1
801,Low Tuck Kwong,73,3700,13,7,0,1
801,Akira Mori & family,85,3700,12,9,0,1
801,Anthony Pritzker,61,3700,8,49,0,1
801,Ira Rennert,87,3700,0,49,0,1
801,"Bernard Saul, II.",89,3700,0,49,0,1
801,Shi Yonghong & family,53,3700,10,34,0,1
801,Song Chi-hyung,43,3700,0,64,0,1
801,Steven Spielberg,75,3700,1,49,0,1
801,Wong Luen Hei,60,3700,3,17,0,1
822,Danielle Bellon & family,82,3600,8,71,1,0
822,Cho Tak Wong,75,3600,3,34,0,1
822,Charles Cohen,70,3600,12,49,0,1
822,Kenneth Dart,66,3600,0,45,0,1
822,Martin Ebner,76,3600,0,24,0,1
822,David Filo,55,3600,2,49,0,1
822,Miguel Fluxa Rossello,83,3600,8,53,0,1
822,John Henry,72,3600,9,49,0,1
822,Hu Kaijun,60,3600,7,34,0,1
822,Peter Kellogg,79,3600,0,49,0,1
822,James Leprino,84,3600,10,49,0,1
822,Iskander Makhmudov,58,3600,14,59,0,1
822,Daniel Mate,58,3600,14,24,0,1
822,Aristotelis Mistakidis,60,3600,14,24,0,1
822,Arturo Moreno,75,3600,9,49,0,1
822,Nan Cunhui,58,3600,3,34,0,1
822,Julio Ponce Lerou,76,3600,14,3,0,1
822,J.B. Pritzker,57,3600,0,49,0,1
822,Chandru Raheja,81,3600,12,56,0,1
822,Rodger Riney & family,76,3600,0,49,0,1
822,Shi Yuzhu,59,3600,4,34,0,1
822,Zuowen Song,75,3600,4,34,0,1
822,Jerry Speyer,81,3600,12,49,0,1
822,Julia Thiele-Schuerhoff,50,3600,3,66,1,0
822,Tung Chee Chen,79,3600,5,17,0,1
822,Roger Wang,73,3600,15,34,0,1
822,Wu Shaoxun,66,3600,10,34,0,1
822,Wenzhong Zhang,60,3600,15,34,0,1
851,Chen Kaixuan,63,3500,3,34,0,1
851,Beatriz Davila de Santo Domingo,83,3500,10,68,1,0
851,Antonio Del Valle Ruiz & family,83,3500,3,32,0,1
851,Carl Douglas,60,3500,4,37,0,1
851,Eric Douglas,53,3500,4,37,0,1
851,Jiangtao Du & family,52,3500,3,34,0,1
851,Juan Carlos Escotet,62,3500,0,53,0,1
851,Fiona Geminder,57,3500,3,54,1,0
851,Yuhua Gu & family,72,3500,3,34,0,1
851,James Irsay,62,3500,9,49,0,1
851,Kuok Khoon Hong,72,3500,3,52,0,1
851,Aerin Lauder,51,3500,15,49,1,0
851,Lee Seo-hyun,48,3500,4,64,1,0
851,Li Yongxin & family,46,3500,8,34,0,1
851,Jeffrey Lurie,70,3500,9,49,0,1
851,Mary Alice Dorrance Malone,72,3500,10,49,1,0
851,Ronald McAulay,86,3500,13,17,0,1
851,Apoorva Mehta,35,3500,2,49,0,1
851,Arnon Milchan,77,3500,1,11,0,1
851,Masahiro Noda,83,3500,2,9,0,1
851,Renzo Rosso & family,66,3500,15,22,0,1
851,Lynn Schusterman,83,3500,13,49,1,0
851,Gil Shwed,53,3500,2,11,0,1
851,Thomas Siebel,69,3500,2,49,0,1
851,Herb Simon,87,3500,12,49,0,1
851,Friede Springer,79,3500,1,66,1,0
851,Wang Zhenhua,60,3500,12,34,0,1
851,Hans Peter Wild,80,3500,10,24,0,1
851,"William Wrigley, Jr.",58,3500,10,49,0,1
851,Xia Zuoquan,60,3500,6,34,0,1
851,Xue Hua,52,3500,3,34,0,1
883,Mohed Altrad,74,3400,16,71,0,1
883,Sid Bass,79,3400,13,49,0,1
883,Nick Caporella,86,3400,10,49,0,1
883,Cheng Yixiao,38,3400,1,34,0,1
883,Wesley Edens,60,3400,0,49,0,1
883,Behdad Eghbali,45,3400,0,49,0,1
883,Archie Aldis Emmerson & family,92,3400,3,49,0,1
883,Jose E. Feliciano,48,3400,0,49,0,1
883,Fu Liquan & family,54,3400,2,34,0,1
883,David Gottesman,95,3400,0,49,0,1
883,Laurence Graff & family,83,3400,15,24,0,1
883,Jeff T. Green,45,3400,1,49,0,1
883,Jim Kavanaugh,59,3400,2,49,0,1
883,Steven Klinsky,65,3400,0,49,0,1
883,John Middleton,67,3400,10,49,0,1
883,Jerry Ng,56,3400,0,7,0,1
883,Tengyun Nie & family,46,3400,8,34,0,1
883,Nandan Nilekani,66,3400,2,56,0,1
883,Bob Parsons,71,3400,2,49,0,1
883,Prasert Prasarttong-Osoth,89,3400,7,13,0,1
883,Qiu Guanghe & family,70,3400,15,34,0,1
883,Richard Sands,71,3400,10,49,0,1
883,Robert Sands,63,3400,10,49,0,1
883,T. Denny Sanford,86,3400,0,49,0,1
883,Naguib Sawiris,67,3400,17,40,0,1
883,Pavel Tykac,57,3400,14,28,0,1
883,Todd Wanek,58,3400,3,49,0,1
883,Meg Whitman,65,3400,2,49,1,0
883,Michael Xie,53,3400,2,49,0,1
883,Chenghai Ye & family,78,3400,7,17,0,1
913,An Kang,73,3300,7,34,0,1
913,John Arnold,48,3300,0,49,0,1
913,Arun Bharat Ram,81,3300,3,56,0,1
913,Tomasz Biernacki,49,3300,15,65,0,1
913,Travis Boersma,51,3300,10,49,0,1
913,Dongsheng Chen,64,3300,0,34,0,1
913,Jean Coutu & family,94,3300,15,25,0,1
913,Ralph Dommermuth,58,3300,2,66,0,1
913,Walter Faria,67,3300,10,23,0,1
913,Bob Gaglardi,81,3300,12,25,0,1
913,John Gandel,87,3300,12,54,0,1
913,Xuande Hua & family,78,3300,7,34,0,1
913,Micky Jagtiani,70,3300,15,18,0,1
913,H. Fisk Johnson,63,3300,3,49,0,1
913,S. Curtis Johnson,66,3300,3,49,0,1
913,Helen Johnson-Leipold,65,3300,3,49,1,0
913,Miguel Krigsner,72,3300,15,23,0,1
913,Li Jianquan & family,65,3300,7,34,0,1
913,Lin Ming-hsiung,72,3300,15,63,0,1
913,Winifred J. Marquart,62,3300,3,49,1,0
913,Kiran Mazumdar-Shaw,69,3300,7,56,1,0
913,Patrice Motsepe,60,3300,14,10,0,1
913,Alfred Oetker,55,3300,15,66,0,1
913,Carl Ferdinand Oetker,49,3300,15,66,0,1
913,Julia Oetker,43,3300,15,66,1,0
913,Or Wai Sheun,70,3300,12,17,0,1
913,Jay Paul,74,3300,12,49,0,1
913,Horst Paulmann & family,87,3300,15,3,0,1
913,Theodore Rachmat,78,3300,4,7,0,1
913,John Sall,74,3300,2,49,0,1
913,Stefan von Holtzbrinck,58,3300,1,66,0,1
913,Nusli Wadia,78,3300,10,56,0,1
913,Steve Wynn,80,3300,11,49,0,1
913,Yang Weidong & family,53,3300,3,34,0,1
913,Barry Zekelman,55,3300,3,25,0,1
913,Zhang Shilong & family,56,3300,2,34,0,1
913,Zhong Ruonong & family,59,3300,3,34,1,0
951,Cameron Adams,42,3200,2,54,0,1
951,Dongchen Cai,69,3200,7,34,0,1
951,Vanich Chaiyawan,90,3200,0,13,0,1
951,James Clark,78,3200,2,49,0,1
951,Jack Cowin,79,3200,10,54,0,1
951,Giuseppe Crippa & family,86,3200,3,22,0,1
951,Sergei Galitsky,54,3200,15,59,0,1
951,"Ernest Garcia, III.",39,3200,6,49,0,1
951,Peter Gilgan,71,3200,16,25,0,1
951,Joseph Grendys,60,3200,10,49,0,1
951,Thomas Hagen,86,3200,0,49,0,1
951,"Robert Hale, Jr.",55,3200,17,49,0,1
951,Michael Hintze,68,3200,0,35,0,1
951,Pansy Ho,59,3200,11,17,1,0
951,Alan Howard,58,3200,0,24,0,1
951,Kei Hoi Pang,56,3200,12,17,0,1
951,Rudy Ma,81,3200,0,63,0,1
951,Najib Mikati,66,3200,17,62,0,1
951,Taha Mikati,77,3200,17,62,0,1
951,Gail Miller,78,3200,6,49,1,0
951,Vikas Oberoi,51,3200,12,56,0,1
951,"H. Ross Perot, Jr.",63,3200,12,49,0,1
951,Candido Pinheiro Koren de Lima,75,3200,7,23,0,1
951,Matthew Prince,47,3200,2,49,0,1
951,Penny Pritzker,62,3200,0,49,1,0
951,Yasumitsu Shigeta,57,3200,17,9,0,1
951,Sebastian Siemiatkowski,40,3200,0,37,0,1
951,Barry Silbert,45,3200,0,49,0,1
951,Daniel Sundheim,45,3200,0,49,0,1
951,Rita Tong Liu,73,3200,12,17,1,0
951,Tran Dinh Long,61,3200,3,42,0,1
951,Zhang Daocai,72,3200,4,34,0,1
984,John Caudwell,69,3100,17,35,0,1
984,Philippe Foriel-Destezet,86,3100,8,35,0,1
984,Walter Frey,78,3100,6,24,0,1
984,Alessandra Garavoglia,62,3100,10,22,1,0
984,Peter Gassner,57,3100,2,49,0,1
984,Mitchell Goldhar,60,3100,12,25,0,1
984,Otto Happel,74,3100,16,24,0,1
984,Peter Hargreaves,75,3100,0,35,0,1
984,Bom Kim,43,3100,2,64,0,1
984,Gaiteng Li,49,3100,3,34,0,1
984,Liufa Li & family,64,3100,4,34,0,1
984,Lu Weiding,51,3100,4,34,0,1
984,Harsh Mariwala,70,3100,10,56,0,1
984,Samir Mehta,58,3100,7,56,0,1
984,Sudhir Mehta,67,3100,7,56,0,1
984,Pawan Munjal & family,68,3100,6,56,0,1
984,Nguyen Thi Phuong Thao,51,3100,4,42,1,0
984,Madhukar Parekh,75,3100,3,56,0,1
984,Sergei Popov,50,3100,0,24,0,1
984,Haim Saban,77,3100,1,49,0,1
984,Karthik Sarma,47,3100,0,49,0,1
984,Klaus-Peter Schulenberg,70,3100,8,66,0,1
984,Pat Stryker,65,3100,7,49,1,0
984,Jeff Sutton,62,3100,12,49,0,1
984,Jon Yarbrough,64,3100,11,49,0,1
984,Gang Ye,41,3100,1,52,0,1
984,Yi Zheng,51,3100,2,34,0,1
984,Zhang Fan,56,3100,2,34,0,1
1012,William Ackman,55,3000,0,49,0,1
1012,Markus Blocher,51,3000,3,24,0,1
1012,Neal Blue & family,87,3000,3,49,0,1
1012,Eva Maria Bucher-Haefner,65,3000,2,24,1,0
1012,Chang Kuo-Hua,67,3000,5,63,0,1
1012,Todd Christopher,59,3000,15,49,0,1
1012,Euisun Chung,51,3000,5,64,0,1
1012,Bernard Ecclestone & family,91,3000,9,35,0,1
1012,Michael Federmann & family,78,3000,2,11,0,1
1012,Gudrun Heine,67,3000,7,66,1,0
1012,Heidi Horten,81,3000,15,69,1,0
1012,Dawen Huang,61,3000,3,17,0,1
1012,Sheldon Lavin,89,3000,10,49,0,1
1012,Li Min,56,3000,2,34,0,1
1012,Liang Yunchao,53,3000,10,34,0,1
1012,Joseph Liemandt,53,3000,2,49,0,1
1012,Strive Masiyiwa,61,3000,17,35,0,1
1012,Masahiro Miki,66,3000,15,9,0,1
1012,Karsanbhai Patel,78,3000,4,56,0,1
1012,Arvind Poddar,64,3000,6,56,0,1
1012,Remo Ruffini,60,3000,15,22,0,1
1012,Eddy Kusnadi Sariaatmadja,68,3000,1,7,0,1
1012,Sybill Storz,84,3000,7,66,1,0
1012,Lawrence Stroll,62,3000,15,24,0,1
1012,Michael Tojner,56,3000,3,69,0,1
1012,Donald Trump,75,3000,12,49,0,1
1012,Tsai Ming-kai,71,3000,2,63,0,1
1012,John Tyson,68,3000,10,49,0,1
1012,Rufino Vigil Gonzalez,73,3000,14,32,0,1
1012,Ning Wang & family,35,3000,1,34,0,1
1012,Wang Yusuo & family,58,3000,13,34,0,1
1012,Zhigang Wu & family,87,3000,10,34,0,1
1012,Xie Juhua & family,71,3000,7,34,1,0
1012,Oren Zeev,57,3000,0,49,0,1
1012,Charles Zegar,74,3000,1,49,0,1
1012,Zhang Lei,49,3000,0,17,0,1
1012,Mortimer Zuckerman,84,3000,12,49,0,1
1053,Juan Abello,80,2900,0,53,0,1
1053,John Armitage,62,2900,0,35,0,1
1053,Bang Si-hyuk,49,2900,1,64,0,1
1053,Miriam Baumann-Blocher,47,2900,3,24,1,0
1053,Riley Bechtel & family,70,2900,16,49,0,1
1053,Wilhelm Beier & family,65,2900,7,66,0,1
1053,Nicolas Berggruen,60,2900,12,49,0,1
1053,Bui Thanh Nhon,64,2900,12,42,0,1
1053,Cao Longxiang & family,64,2900,7,34,0,1
1053,Deng Wen,54,2900,10,34,0,1
1053,Daniel Dines,50,2900,2,49,0,1
1053,Joseph Edelman,66,2900,0,49,0,1
1053,N. Murray Edwards,62,2900,13,35,0,1
1053,Jane Goldman,66,2900,12,49,1,0
1053,Guo Zhenyu & family,58,2900,15,34,0,1
1053,Stewart Horejsi & family,84,2900,0,49,0,1
1053,Zhenda Huang & family,74,2900,16,34,0,1
1053,"Jeremy Jacobs, Sr. & family",82,2900,8,49,0,1
1053,Hamilton James,70,2900,0,49,0,1
1053,Valentin Kipyatkov,45,2900,2,28,0,1
1053,Li Zhongchu,58,2900,2,34,0,1
1053,Martin Lorentzon,53,2900,2,37,0,1
1053,"Drayton McLane, Jr.",85,2900,15,49,0,1
1053,Roger Penske,85,2900,6,49,0,1
1053,Olivier Pomel,45,2900,2,49,0,1
1053,Jean Salata,56,2900,0,17,0,1
1053,Arnout Schuijff,54,2900,2,33,0,1
1053,Shen Hua & family,59,2900,2,34,0,1
1053,Martua Sitorus,62,2900,3,52,0,1
1053,Zygmunt Solorz-Zak,65,2900,1,65,0,1
1053,Warren Stephens,65,2900,0,49,0,1
1053,Tang Jinkui & family,66,2900,3,34,0,1
1053,Alan Trefler,66,2900,2,49,0,1
1053,Masateru Uno & family,75,2900,15,9,0,1
1053,Frank VanderSloot,73,2900,15,49,0,1
1053,Guangming Wu,60,2900,7,34,0,1
1053,Kai Wu,54,2900,13,34,0,1
1053,Ye Fan & family,51,2900,6,34,0,1
1053,Yoo Jung-hyun,52,2900,1,64,1,0
1053,Fenggang Zhao,56,2900,13,34,0,1
1053,Zheng Xiaodong,58,2900,3,34,0,1
1053,Zhou Jianping,61,2900,15,34,0,1
1096,Jose Joao Abdalla Filho,76,2800,0,23,0,1
1096,Brian Acton,50,2800,2,49,0,1
1096,Bill Alfond,73,2800,15,49,0,1
1096,Susan Alfond,76,2800,15,49,1,0
1096,Ted Alfond,77,2800,15,49,0,1
1096,Felix Baker,53,2800,0,49,0,1
1096,Julian Baker,55,2800,0,49,0,1
1096,Karen Virginia Beckmann Legoretta,52,2800,10,32,1,0
1096,Maurizio Billi,64,2800,7,23,0,1
1096,Otto Philipp Braun,44,2800,7,66,0,1
1096,Garrett Camp,43,2800,2,49,0,1
1096,Cao Ji,70,2800,3,34,0,1
1096,Hua Chen,56,2800,12,34,0,1
1096,John Paul DeJoria,77,2800,15,49,0,1
1096,Beda Diethelm,81,2800,7,24,0,1
1096,K. Dinesh,67,2800,2,56,0,1
1096,Dong Fan,52,2800,7,34,0,1
1096,Bennett Dorrance,76,2800,10,49,0,1
1096,Marcel Erni,57,2800,0,24,0,1
1096,Abhay Firodia,77,2800,6,56,0,1
1096,Alfred Gantner,54,2800,0,24,0,1
1096,Allan Goldman,79,2800,12,49,0,1
1096,Amy Goldman Fowler,67,2800,12,49,1,0
1096,J. Tomilson Hill,73,2800,0,49,0,1
1096,Hong Jie,54,2800,3,34,0,1
1096,James Jannard,72,2800,15,49,0,1
1096,Travis Kalanick,45,2800,2,49,0,1
1096,Diane Kemper,76,2800,12,49,1,0
1096,George Kurtz,51,2800,2,49,0,1
1096,Kwek Leng Beng,81,2800,4,52,0,1
1096,Geoffrey Kwok,36,2800,12,17,0,1
1096,Maritsa Lazari & family,77,2800,12,35,1,0
1096,Alexis Lê-Quôc,47,2800,2,49,0,1
1096,Angela Leong,61,2800,12,17,1,0
1096,Lin Chen-hai,75,2800,12,63,0,1
1096,Sergio Mantegazza,94,2800,8,24,0,1
1096,Hans Melchers,83,2800,0,33,0,1
1096,Tom Morris,67,2800,15,35,0,1
1096,Eugene Murtagh,79,2800,3,8,0,1
1096,Philip Niarchos,68,2800,4,71,0,1
1096,Pan Dong,57,2800,15,17,1,0
1096,Sean Parker,42,2800,2,49,0,1
1096,Richard Peery,83,2800,12,49,0,1
1096,Gregorio Perez Companc & family,86,2800,13,4,0,1
1096,Sebastian Piñera & family,72,2800,0,3,0,1
1096,Nicholas Pritzker,78,2800,0,49,0,1
1096,Jeff Rothschild,67,2800,2,49,0,1
1096,Steven Sarowitz,56,2800,2,49,0,1
1096,Isabella Seràgnoli,76,2800,3,22,1,0
1096,Stephen Smith,70,2800,0,25,0,1
1096,William Stone,66,2800,2,49,0,1
1096,Sun Hongbin,59,2800,12,34,0,1
1096,Sun Shoukuan,72,2800,3,34,0,1
1096,"Henry Sy, Jr.",69,2800,4,47,0,1
1096,Andrew Tan,70,2800,4,47,0,1
1096,Kenneth Tuchman,62,2800,8,49,0,1
1096,Tung Chee Hwa,84,2800,5,17,0,1
1096,Bulat Utemuratov,64,2800,14,21,0,1
1096,Xicheng Wang & family,73,2800,3,34,0,1
1096,Urs Wietlisbach,60,2800,0,24,0,1
1096,Wong Man Li,57,2800,3,17,0,1
